marca,model,pret,an,km,combustibil,cutie,caroserie,capacitate_cc,putere_cp,pret_per_cp,pret_per_cc,km_per_year
BMW,Seria,0.42456208820220853,2022,0.18179795449488623,Benzina,Automata,Sedan,0.6111111111111112,0.5429447852760736,0.03781050518885852,0.4247679398588559,0.047118808051600646
Mercedes-Benz,E,0.4505153929153562,2025,0.1998879997199993,Diesel,Automata,Cabrio,0.5844444444444445,0.5736196319018405,0.03806421967670749,0.46182810625076987,0.2072299689151464
Audi,Q5,0.18352120112950251,2016,0.6374990937477344,Diesel,Automata,SUV,0.5944444444444446,0.5613496932515337,0.015829670634689843,0.1864024569176687,0.06609079875221503
BMW,Seria,0.25136022406391334,2025,0.5074987687469219,Benzina,Automata,Sedan,0.6111111111111112,0.7699386503067485,0.015988291902414967,0.25147741391642625,0.5261356552220313
Mercedes-Benz,C,0.7459537638605112,2025,0.04934262335655839,Hibrid Plug-In,Automata,Sedan,0.6116666666666666,0.9386503067484663,0.0391396090169863,0.7459508442086786,0.0511568355805019
Dacia,Sandero,0.05151633416745105,2025,0.4624986562466406,Benzina,Manuala,Masina de oras,0.0,0.25460122699386506,0.009328160212839809,0.11466818086957625,0.4794832190729795
Mercedes-Benz,C,0.3333180284212218,2025,0.4677861694654237,Diesel,Automata,Sedan,0.5844444444444445,0.7300613496932515,0.022322648612002168,0.3416850055707311,0.4849648803204931
Volkswagen,e-Golf,0.10776188617736862,2015,0.37499843749609374,Electric,Automata,Masina de oras,0.6018489494605339,0.23312883435582826,0.021138140292644155,0.10871280521419129,0.0353426021994309
Renault,Clio,0.11809270185265962,2025,0.04950012375030938,Benzina,Manuala,Masina de oras,0.05611111111111111,0.2852760736196319,0.0192649374131857,0.2362704958791807,0.05132011910702358
Skoda,Superb,0.2438990794095365,2025,0.4449986124965312,Diesel,Manuala,Sedan,0.5944444444444446,0.5613496932515337,0.021038060556903628,0.24773192105828876,0.46134060501501495
BMW,X3,0.1928189352372644,2017,0.4482486206215516,Diesel,Automata,SUV,0.6094444444444445,0.5613496932515337,0.01663172307518284,0.19319623597358776,0.05163430310602739
Dacia,Duster,0.125668633347873,2020,0.3824984562461406,Benzina + GPL,Manuala,SUV,0.38888888888888895,0.32822085889570557,0.018004640537733655,0.15719193531414885,0.06609079875221503
Dacia,Duster,0.10213733097637687,2018,0.41596103990259975,Benzina,Manuala,SUV,0.1661111111111111,0.3619631901840491,0.013355457521179991,0.17055317962105673,0.053904469684530436
Dacia,Duster,0.1777818590876742,2025,0.1593453983634959,Diesel,Manuala,SUV,0.3127777777777778,0.33128834355828224,0.025251396701038778,0.2432302518856585,0.16519871574685902
Renault,Clio,0.1641222250281228,2025,0.30499826249565626,Hibrid,Automata,Compacta,0.38888888888888895,0.4171779141104295,0.018777818468511582,0.2052931582895278,0.31619969255129826
Renault,Kadjar,0.1318671227530476,2025,0.5522138805347013,Diesel,Automata,SUV,0.38888888888888895,0.37730061349693256,0.016584783619377905,0.1649455652862995,0.5724926259421391
BMW,X1,0.09753437865883055,2000,0.5474988687471719,Diesel,Automata,SUV,0.6094444444444445,0.4171779141104295,0.011158932275145013,0.09771957370010162,0.021830795226191548
Audi,A3,0.1342776464106155,2015,0.5624989062472656,Diesel,Automata,Sedan,0.5944444444444446,0.5398773006134969,0.012022504641995425,0.13638279890183985,0.05301397952861719
Volkswagen,Golf,0.09467618632200005,2014,0.6974992437481093,Diesel,Automata,Combi,0.5944444444444446,0.4386503067484663,0.010329601433977745,0.09615719979820123,0.060259244233583566
Audi,Q5,0.15493927776119745,2025,0.5674989187472969,Diesel,Automata,SUV,0.5944444444444446,0.5214723926380368,0.014340383081847662,0.15737006799939043,0.588338903420767
Ford,Kuga,0.325455129823917,2025,0.0,Hibrid Plug-In,Automata,SUV,0.8833333333333333,0.7239263803680982,0.02197470148752489,0.2614863528808378,2.439343066617087e-06
Audi,Q5,0.17387910649923094,2017,0.41549853874634685,Benzina,Automata,SUV,0.6033333333333333,0.7484662576687117,0.011366633090670828,0.17518414605435798,0.047861791293974436
Skoda,Kodiaq,0.3663881172662366,1992,0.30868077170192926,Diesel,Automata,SUV,0.5944444444444446,0.5920245398773006,0.030031831581796974,0.37215144802493444,0.009412128993071199
BMW,X3,0.32136871829013525,2025,0.5428463571158928,Diesel,Automata,SUV,0.6094444444444445,0.5613496932515337,0.027720840706147134,0.322005191617579,0.5627811438171114
Renault,Koleos,0.08434537064670906,1990,0.5156262890657226,Diesel,Manuala,SUV,0.6094444444444445,0.4386503067484663,0.009202360697155356,0.08450397498281026,0.014848785207999819
BMW,X3,0.12612778071121927,2025,0.5961739904349761,Diesel,Automata,SUV,0.6094444444444445,0.5429447852760736,0.011231664832021076,0.12637062366073937,0.6180668724557461
Ford,Focus,0.12163961523450952,2025,0.4825437063592659,Diesel,Automata,Combi,0.3338888888888889,0.34662576687116564,0.016563056387822604,0.1622004058845282,0.5002642875753738
Mercedes-Benz,E,0.42457356688629216,2025,0.06874767186917967,Benzina,Automata,Sedan,0.6072222222222223,0.5828220858895706,0.0353287266837797,0.4262726940395103,0.07127440276877635
BMW,Seria,0.11361601506003352,2025,0.6624991562478906,Diesel,Automata,Sedan,0.6094444444444445,0.5429447852760736,0.010117355205152627,0.11383363271048037,0.6868273797354318
BMW,Seria,0.1945407378498129,2025,0.5719614299035748,Diesel,Automata,Sedan,0.6094444444444445,0.647239263803681,0.014634391401538431,0.19492150995756835,0.592965270005548
Audi,A4,0.2278289216924172,1968,0.41514853787134465,Diesel,Automata,Combi,0.5944444444444446,0.4785276073619632,0.022887720035562387,0.23140848953797163,0.008438958158609034
Volkswagen,Sharan,0.16066714111894212,2025,0.47499868749671875,Diesel,Automata,Monovolum,0.5944444444444446,0.5214723926380368,0.014870573233400911,0.16318820537698916,0.49244222911438285
Renault,Megane,0.24091462154778576,2025,0.03899759749399374,Benzina,Automata,Sedan,0.24111111111111116,0.4079754601226994,0.028150842220759045,0.3615207371151849,0.04043195887023655
Volkswagen,Beetle,0.09169172846024931,2011,0.5524988812472031,Benzina,Automata,Coupe,0.6033333333333333,0.5920245398773006,0.0075145529250397565,0.09237456523508182,0.03818573046305999
BMW,X1,0.25021235565554767,2025,0.19826549566373916,Hibrid Plug-In,Automata,SUV,0.3338888888888889,0.6533742331288344,0.01865242387772092,0.33364984671516396,0.20554788941177224
Skoda,Superb,0.23988153998025666,2025,0.3450408626021565,Diesel,Automata,Sedan,0.5944444444444446,0.4386503067484663,0.026173596234870193,0.2436510631782095,0.35771258531792954
Mercedes-Benz,C,0.04589177896645929,2025,0.5562963907409768,Benzina + GPL,Manuala,Sedan,0.49888888888888894,0.4171779141104295,0.005250059842123773,0.051069412420991694,0.5767250386216614
BMW,Seria,0.24091462154778576,2025,0.4290860727151818,Hibrid Plug-In,Automata,Sedan,0.6111111111111112,0.5429447852760736,0.02145468893173162,0.24102646431024882,0.4448437852323086
Audi,A4,0.22381138226313735,2017,0.46624866562166406,Benzina,Automata,Sedan,0.6033333333333333,0.7515337423312883,0.014573462310749777,0.22549443607724223,0.05370774471265191
Skoda,Superb,0.44753093505360547,2025,0.07249768124420311,Hibrid,Automata,Sedan,0.33333333333333337,0.4386503067484663,0.04883113504500019,0.597168924392623,0.07516210578119734
Volvo,XC,0.12509469914369017,2011,0.6899992249980624,Diesel,Automata,SUV,0.8344444444444445,0.6380368098159509,0.009540416946932851,0.1041828124829202,0.047689004493422386
BMW,Seria,0.13198190959388414,2013,0.7824994562486406,Diesel,Automata,Sedan,0.6094444444444445,0.647239263803681,0.009927832475267582,0.1322365552062734,0.062402465125046415
Volkswagen,Touran,0.04348125530889139,2025,0.7099992749981875,Diesel,Manuala,Monovolum,0.5544444444444445,0.3006134969325154,0.006758706013903384,0.04583315284705587,0.7360716178927643
Mercedes-Benz,C,0.24676875043045066,2020,0.26249815624539063,Diesel,Automata,Combi,0.3883333333333333,0.46932515337423314,0.025252510636252036,0.30886814863320877,0.045356382685969795
Renault,Megane,0.053926857825018944,2012,0.44099860249650624,Diesel,Manuala,Combi,0.3127777777777778,0.3159509202453988,0.008004596891212449,0.0737773057363936,0.032656552845394586
Dacia,Spring,0.17789664592851076,2025,0.018272545681364202,Electric,Automata,Masina mica,0.6018489494605339,0.17791411042944788,0.04441250317359068,0.17947379890723586,0.018945920221589925
Volkswagen,Kafer,0.09180651530108588,2025,0.07069267673169183,Benzina,Manuala,Coupe,0.16333333333333333,0.0705521472392638,0.048803257048283075,0.1539457223109739,0.0732908247312187
Volkswagen,Tiguan,0.08021304437659267,2025,0.6749991874979687,Diesel,Manuala,SUV,0.5944444444444446,0.4386503067484663,0.0087514644024264,0.08146611142991583,0.6997863897768352
Ford,Focus,0.13198190959388414,2024,0.1924979812449531,Benzina,Automata,Compacta,0.05611111111111111,0.3619631901840491,0.017258056403688538,0.2640575692314468,0.09978422485986356
Mercedes-Benz,GLC,0.3959916435179871,2021,0.45024862562156404,Diesel,Automata,SUV,0.5844444444444445,0.4785276073619632,0.03978220239302611,0.4059339115171573,0.09335655587932754
Mercedes-Benz,CLA,0.33836864941803074,2025,0.3175232938082345,Hibrid Plug-In,Automata,Sedan,0.24111111111111116,0.046012269938650305,0.24240668671601032,0.5077619729693835,0.32918462061278436
Skoda,Karoq,0.26109414816685417,2025,0.23499808749521872,Benzina,Automata,SUV,0.33333333333333337,0.4386503067484663,0.028488197214478834,0.34839289949759844,0.24362923631943992
Renault,Megane,0.13760646479487593,2021,0.4499986249965625,Diesel,Automata,Sedan,0.3127777777777778,0.3343558282208589,0.01937792964282632,0.1882640506324215,0.09330471983916191
BMW,Seria,0.1605638329621892,2024,0.26624816562041403,Benzina,Automata,Sedan,0.3338888888888889,0.3957055214723927,0.01930949552429747,0.21410515134088798,0.13801330448200322
BMW,X3,0.12036548130122363,2011,0.6474991187477969,Diesel,Automata,SUV,0.6094444444444445,0.5429447852760736,0.010718469022215607,0.1205967067276843,0.04475162888403765
Mercedes-Benz,CLA,0.332744094217039,2020,0.17564293910734777,Benzina,Automata,Sedan,0.24111111111111116,0.4785276073619632,0.03342803189544078,0.49932166607084905,0.030348985124022048
Ford,Mondeo,0.10902454142657086,2018,0.6123315308288271,Diesel,Automata,Combi,0.6105555555555555,0.5306748466257669,0.009923061266461997,0.10912349250175314,0.07935207770283405
Volkswagen,Polo,0.057370463050115936,2025,0.2443381108452771,Benzina,Manuala,Masina mica,0.1661111111111111,0.3006134969325154,0.008917596527790372,0.09580129687635414,0.25331220862237647
Volkswagen,Polo,0.09754585734291421,2025,0.5249988124970313,Diesel,Automata,Masina mica,0.2911111111111111,0.25460122699386506,0.017662171672587355,0.1371149663167697,0.5442782692799959
Ford,Ka,0.021786542390780324,2025,0.5049987624969062,Benzina,Manuala,Masina mica,0.19111111111111112,0.1901840490797546,0.005129979876508125,0.035064080807180875,0.5235438532137506
Renault,Grand,0.12163961523450952,2020,0.5499988749971875,Diesel,Automata,Monovolum,0.4733333333333334,0.4386503067484663,0.013271699757084175,0.13893660967491409,0.09503258784468234
Audi,A6,0.32700475217521063,2025,0.3217058042645107,Diesel,Automata,Sedan,0.5944444444444446,0.6042944785276074,0.02628045499089742,0.3321473812062144,0.3335207053726379
Volvo,V90,0.3384834362588673,2021,0.37722094305235765,Diesel,Automata,Combi,0.595,0.5828220858895706,0.028164865098755265,0.34363238317946887,0.07821473018655029
Skoda,Octavia,0.21233269817948072,2025,0.3286158215395538,Benzina,Manuala,Sedan,0.33333333333333337,0.4386503067484663,0.02316762093667716,0.2833269868172596,0.3406844461235256
Volkswagen,Tiguan,0.24102940838862233,2017,0.39749849374623436,Diesel,Automata,SUV,0.5944444444444446,0.4386503067484663,0.026298845205628238,0.2448170225725178,0.04578834968734991
BMW,Seria,0.14918845703528547,2015,0.5949989874974687,Diesel,Automata,Coupe,0.6094444444444445,0.4386503067484663,0.01627767505527721,0.14947779321951948,0.05607701826567614
Skoda,Octavia,0.03440161619871898,2025,0.6749991874979687,Diesel,Manuala,Combi,0.5944444444444446,0.4079754601226994,0.004019176322241249,0.03493267200306897,0.6997863897768352
Mercedes-Benz,CLA,0.26387198971509906,2000,0.30499826249565626,Benzina,Automata,Coupe,0.24111111111111116,0.3957055214723927,0.03173382773306978,0.395970969354101,0.01216138004145218
Volkswagen,Passat,0.2582474345141073,2025,0.30451826129565324,Diesel,Automata,Combi,0.5944444444444446,0.4386503067484663,0.028177579766998886,0.26230641348714334,0.3157020665657084
Volvo,XC,0.18926054317133084,2015,0.4997487493718734,Diesel,Automata,SUV,0.8344444444444445,0.5613496932515337,0.016324764733759593,0.15763001418729997,0.04709995858244951
Volkswagen,Caravelle,0.24550609518124844,2018,0.22774806937017342,Diesel,Automata,Monovolum,0.5944444444444446,0.4386503067484663,0.026787316191584608,0.24936426421032046,0.029513992910354298
BMW,Seria,0.6374916779540394,2025,0.041692604231510576,Diesel,Automata,Sedan,0.6094444444444445,0.5613496932515337,0.05499062368290904,0.6387654950764163,0.0432259214351631
Audi,A6,0.1595307513946601,2025,0.5049987624969062,Diesel,Automata,Sedan,0.5944444444444446,0.5214723926380368,0.014765385207341247,0.16203390557662387,0.5235438532137506
Renault,Talisman,0.1009894625680112,2020,0.5649989124972812,Diesel,Automata,Combi,0.6105555555555555,0.46932515337423314,0.010333880125525378,0.10108027566872214,0.097624389852963
BMW,Seria,0.447645721894442,2021,0.31474828687071715,Diesel,Automata,Sedan,0.6094444444444445,0.5613496932515337,0.038613901073879804,0.44853678560271587,0.06526142210956523
Ford,Kuga,0.18926054317133084,2021,0.39999849999625,Diesel,Automata,SUV,0.6100000000000001,0.5613496932515337,0.016324764733759593,0.1895356661736222,0.0829375118060393
Volkswagen,ARTEON,0.3431896967331665,2025,0.18985797464493662,Hibrid Plug-In,Automata,Sedan,0.2761111111111111,0.647239263803681,0.02581786628139301,0.49174372595754134,0.1968316592579244
BMW,X5,0.3156408549323906,1995,0.4824987062467656,Hibrid Plug-In,Automata,SUV,0.6105555555555555,0.9386503067484663,0.016560139406081673,0.3159490682082644,0.01613590520551532
Audi,Q5,0.6003122202070755,2025,0.09972524931312328,Diesel,Automata,SUV,0.5944444444444446,0.6042944785276074,0.04824674167656083,0.6097623129910362,0.10338942145338194
Audi,A3,0.05495993939254804,2009,0.5649989124972812,Benzina,Manuala,Masina de oras,0.38722222222222225,0.2914110429447853,0.008791835915330936,0.06887244910155857,0.034455568357024687
Ford,Mondeo,0.1836359879703391,2025,0.21939804849512123,Diesel,Automata,Sedan,0.6105555555555555,0.4386503067484663,0.020036396667726084,0.18381050595132664,0.2274563917877686
Volkswagen,Golf,0.033839160678619806,2025,0.6072490181225453,Diesel,Manuala,Combi,0.5544444444444445,0.3006134969325154,0.005259972103436385,0.03566724609597207,0.6295485553524294
Audi,Q5,0.513877729057141,1984,0.22749806874517187,Hibrid Plug-In,Automata,SUV,0.6033333333333333,0.8957055214723927,0.02822045666465505,0.5177567415665031,0.005615418558999755
Ford,EcoSport,0.14633026469845498,2023,0.17077292693231733,Benzina,Manuala,SUV,0.05611111111111111,0.3619631901840491,0.019134305866433034,0.29276322352097783,0.05901517926960885
Volkswagen,Polo,0.13770977295162884,2020,0.24837312093280234,Benzina,Automata,Masina de oras,0.05611111111111111,0.26993865030674846,0.023635334515083938,0.27551686642382756,0.04291576912817218
Renault,Kadjar,0.15321747514864897,2019,0.359998399996,Benzina,Automata,SUV,0.2416666666666667,0.4079754601226994,0.017903166857261968,0.22974839211027218,0.053316917425688955
BMW,Seria,0.5361004614431002,2025,0.11970029925074813,Benzina,Automata,Cabrio,0.6111111111111112,0.7300613496932515,0.03590435169855298,0.5363634094448183,0.12409791949954438
Volvo,XC,0.2810900158405841,2025,0.3562483906209766,Hibrid Plug-In,Automata,SUV,0.32166666666666666,0.7822085889570553,0.0176075667218588,0.3804066883444418,0.3693316337210517
Volkswagen,Polo,0.04876144998737345,2025,0.5499988749971875,Diesel,Manuala,Masina de oras,0.16722222222222227,0.20858895705521474,0.010572683318014735,0.08129009958404834,0.5701962893628024
Ford,Edge,0.18880139580798458,2017,0.4974987437468594,Diesel,Automata,SUV,0.6105555555555555,0.6226993865030676,0.014741214470346351,0.1889811453439894,0.057307469724152814
Volkswagen,Polo,0.0780320944006979,2010,0.45499863749659375,Benzina,Automata,Masina de oras,0.1661111111111111,0.3006134969325154,0.012129169193076796,0.13030216583544765,0.02948159538525079
Ford,Kuga,0.16584402764067127,2025,0.28416821042052604,Diesel,Manuala,SUV,0.6105555555555555,0.4386503067484663,0.018095037620976414,0.16600052582104374,0.2946047982183039
Mercedes-Benz,E,0.4464978534860764,2025,0.11999779999449998,Hibrid Plug-In,Automata,Sedan,0.6072222222222223,0.9601226993865031,0.02291556226032297,0.4482853094912281,0.12440634393852977
Renault,Megane,0.14908514887853258,2025,0.3737484343710859,Benzina,Manuala,Compacta,0.24111111111111116,0.46932515337423314,0.015255853498749371,0.22371980815952078,0.3874742477790163
BMW,X5,0.22953924562088202,2015,0.6159990399976,Hibrid Plug-In,Automata,SUV,0.6105555555555555,0.7300613496932515,0.01537188569988251,0.22976025468745656,0.058056212526545005
Ford,Focus,0.14908514887853258,2021,0.3299983249958125,Benzina,Manuala,Combi,0.05611111111111111,0.3619631901840491,0.01949454576327998,0.2982747091445678,0.06842342055966763
Dacia,Duster,0.2065933561376524,2023,0.10999777499443748,Diesel,Manuala,SUV,0.3127777777777778,0.33128834355828224,0.02934369087405653,0.28264887049869414,0.03801294366250794
BMW,X3,0.756422323744806,2025,0.027247568118920297,Diesel,Automata,SUV,0.6094444444444445,0.5828220858895706,0.06294302514018722,0.757935920063236,0.02825048943131748
Ford,Mondeo,0.06483160770449276,2025,0.5749989374973438,Diesel,Manuala,Combi,0.33333333333333337,0.34662576687116564,0.008827648900342037,0.08650566432612143,0.596114309445609
Skoda,Octavia,0.04588030028237563,2006,0.5269988174970437,Benzina,Manuala,Sedan,0.38722222222222225,0.2914110429447853,0.00733942209821332,0.05749346008839911,0.027317440708336443
Audi,A5,0.26387198971509906,2025,0.31499828749571873,Diesel,Automata,Sedan,0.5944444444444446,0.5613496932515337,0.022760988021666363,0.2680196145192543,0.3265669005844209
Volkswagen,Passat,0.2869326660391653,2020,0.10585776464441161,Diesel,Automata,Sedan,0.5944444444444446,0.4386503067484663,0.03130755154624238,0.2914437387509094,0.01829105824749768
BMW,Seria,0.1777818590876742,2016,0.35957589893974734,Benzina,Automata,Sedan,0.6111111111111112,0.7300613496932515,0.011905345497388588,0.17786138427291284,0.037277995006359824
Mercedes-Benz,A,0.20647856929681582,2025,0.3724984312460781,Diesel,Automata,Compacta,0.3127777777777778,0.3343558282208589,0.02907669609639786,0.28249182420939917,0.38617834677487595
Volkswagen,Tiguan,0.32359558300236463,2025,0.21974054935137338,Diesel,Automata,SUV,0.5944444444444446,0.5920245398773006,0.02652406279518585,0.32868448180511856,0.22781146866290308
Renault,Clio,0.10156339677219403,2025,0.4049985124962812,Benzina,Automata,Masina de oras,0.1661111111111111,0.34662576687116564,0.013829326806977278,0.16959482214997082,0.4198717728825245
Ford,Mondeo,0.16942537707477215,2025,0.4124985312463281,Diesel,Automata,Sedan,0.6105555555555555,0.5613496932515337,0.014613719527374532,0.16958550246662327,0.4276471789073664
BMW,X1,0.08031635253334557,2025,0.49499873749684375,Diesel,Manuala,SUV,0.6094444444444445,0.4171779141104295,0.009188870339263291,0.08046683386029566,0.513176645180628
Volkswagen,Passat,0.03670883169953397,2025,0.8274995687489218,Diesel,Manuala,Sedan,0.5944444444444446,0.4079754601226994,0.004288781393977232,0.03727625038562878,0.8578863122819551
Audi,A4,0.25928051608163644,2025,0.2224980562451406,Diesel,Automata,Combi,0.5944444444444446,0.3957055214723927,0.03118163519045767,0.26335577694202084,0.23067022627803663
Dacia,Duster,0.08021304437659267,2015,0.5302938257345643,Diesel,Manuala,SUV,0.3127777777777778,0.3159509202453988,0.011906384422601973,0.10974090598494009,0.04997874375855615
BMW,X3,0.18994926421635025,2015,0.5379188447971119,Diesel,Automata,SUV,0.6094444444444445,0.5613496932515337,0.016384176025647963,0.1903207793336201,0.05069737976994306
Audi,A5,0.14805206731100348,2019,0.7274993187482969,Diesel,Automata,Coupe,0.5944444444444446,0.5214723926380368,0.013702879893607287,0.15037431163354023,0.10774475959958271
Renault,Scenic,0.12038843866939095,2020,0.2499981249953125,Benzina,Manuala,Monovolum,0.24111111111111116,0.33128834355828224,0.017099416276700627,0.1806570178608757,0.043196547679069254
Ford,Focus,0.051631121008287616,2013,0.47749869374673437,Diesel,Manuala,Combi,0.36777777777777776,0.33128834355828224,0.0073333437283435235,0.06615265001708588,0.03807940012425873
Renault,Talisman,0.10902454142657086,2017,0.5412488531221328,Diesel,Automata,Combi,0.38888888888888895,0.37730061349693256,0.01371180169395162,0.1363720029815222,0.06234708474025409
Audi,Q5,0.3156408549323906,2022,0.4449986124965312,Diesel,Automata,SUV,0.5944444444444446,0.6042944785276074,0.02536711505730621,0.3206043832025616,0.11533503690954748
Renault,Megane,0.06310980509194426,2025,0.5099987749969375,Diesel,Manuala,Combi,0.38888888888888895,0.37730061349693256,0.007936963652893753,0.07893770689151751,0.5287274572303119
Mercedes-Benz,C,0.3041621708487339,2025,0.2110080275200688,Diesel,Automata,Sedan,0.5844444444444445,0.5736196319018405,0.025698292448403773,0.31179632038686256,0.21875830424797874
BMW,X3,0.08031635253334557,2010,0.5449988624971562,Diesel,Automata,SUV,0.6094444444444445,0.5214723926380368,0.007433036037263182,0.08046683386029566,0.035313149903882256
Volvo,XC,0.2869326660391653,2015,0.6574991437478593,Diesel,Automata,SUV,0.595,0.6687116564417178,0.020916736214449286,0.2912957352021214,0.0619674773754049
Volkswagen,Passat,0.2777611974563236,2020,0.3866884667211668,Diesel,Automata,Sedan,0.5944444444444446,0.4386503067484663,0.030306812269885616,0.28212772319038554,0.0668147754465281
BMW,Seria,0.10087467572717464,2025,0.8099995249988124,Diesel,Manuala,Sedan,0.6094444444444445,0.5429447852760736,0.008982599530084758,0.10106660522902397,0.8397436982239905
Mercedes-Benz,GLC,0.2753506737987557,2016,0.4249985624964062,Diesel,Automata,SUV,0.6916666666666667,0.6042944785276074,0.022128909838210094,0.25684171183475984,0.044060481681829466
Mercedes-Benz,GLC,0.32126541013338233,2019,0.4499486248715622,Diesel,Automata,SUV,0.5844444444444445,0.5736196319018405,0.027143408649985937,0.3293294467348799,0.06663877974825153
Mercedes-Benz,E,0.4444316903510182,2025,0.27999819999549996,Diesel,Automata,Sedan,0.3883333333333333,0.46932515337423314,0.04548076397441842,0.5562775789803255,0.29028167246849174
Volvo,XC,0.2987327532771643,2018,0.5874989687474219,Benzina + GPL,Automata,SUV,0.595,0.9601226993865031,0.015331081572291454,0.3032757116262392,0.07613403153430258
BMW,X3,0.14908514887853258,2012,0.6824992062480156,Diesel,Automata,SUV,0.6094444444444445,0.5429447852760736,0.013276269651963185,0.14937427678048062,0.050539986702531105
Audi,A6,0.3672949333088455,2024,0.11649779124447811,Diesel,Automata,Combi,0.5944444444444446,0.6042944785276074,0.02951866020999354,0.373072555946438,0.060388834333997596
Ford,Focus,0.09754585734291421,2017,0.185920464801162,Benzina,Manuala,Compacta,0.05611111111111111,0.2852760736196319,0.015913101343265755,0.19516399893657224,0.021416483491483233
BMW,Seria,0.298308041966069,2021,0.4624986562466406,Diesel,Automata,Sedan,0.6094444444444445,0.5613496932515337,0.025731552616084872,0.2988980220587989,0.09589652184744257
Dacia,Duster,0.1434605936775408,2021,0.12874782186955466,Benzina + GPL,Manuala,SUV,0.05611111111111111,0.25460122699386506,0.025975400061362963,0.2870220926630716,0.026695408226349086
Ford,Focus,0.11464909662756262,2022,0.39999849999625,Benzina,Manuala,Compacta,0.05611111111111111,0.2852760736196319,0.01870317717800359,0.22938113884969324,0.10367192787228453
Ford,Puma,0.1698615670699511,2027,0.1392978482446206,Benzina,Manuala,SUV,0.05611111111111111,0.45398773006134974,0.017939279285546544,0.3398404965558087,0.14441505544245642
Mercedes-Benz,C,0.08021304437659267,2011,0.6249990624976562,Benzina,Manuala,Sedan,0.49888888888888894,0.4570552147239264,0.008416882120031985,0.08926954975428157,0.043196547679069254
Volkswagen,Golf,0.10322780596432425,2025,0.6349990874977187,Diesel,Automata,Monovolum,0.38888888888888895,0.3159509202453988,0.015322578309255246,0.1291209231001591,0.6583175576443446
Renault,Koleos,0.0630983264078606,2010,0.39949349873374684,Diesel,Automata,SUV,0.6094444444444445,0.4386503067484663,0.006884002248423978,0.0632140940204897,0.025885146123510346
BMW,Seria,0.13772125163571247,2014,0.779999449998625,Diesel,Automata,Sedan,0.6094444444444445,0.5429447852760736,0.012264190266091842,0.13798746848620871,0.06738669975635536
Volvo,XC,0.21233269817948072,2016,0.41749854374635936,Diesel,Automata,SUV,0.8344444444444445,0.5613496932515337,0.018315043012019996,0.1768480598806458,0.04328294107934527
Volkswagen,Golf,0.12624256755205585,2017,0.18749796874492186,Benzina,Manuala,Compacta,0.05611111111111111,0.3159509202453988,0.01873877219590852,0.25257530751563434,0.021598197610063798
Dacia,Duster,0.14859156546293534,2019,0.3449983624959062,Benzina,Manuala,SUV,0.38888888888888895,0.32822085889570557,0.021288853701661968,0.1858660076370837,0.05109537284716267
Renault,Megane,0.06873436029293602,2013,0.47499868749671875,Diesel,Manuala,Combi,0.3127777777777778,0.3159509202453988,0.010202547072650215,0.09403627705544382,0.03788003073900637
Volkswagen,Scirocco,0.0745884891756009,2022,0.43749859374648437,Benzina,Manuala,Coupe,0.2733333333333333,0.46932515337423314,0.0076320808991733055,0.1072583005331366,0.113391185403337
Mercedes-Benz,E,0.22953924562088202,2016,0.6474991187477969,Diesel,Automata,Sedan,0.5844444444444445,0.5736196319018405,0.019393124376936913,0.2352977603946067,0.0671275195555273
Dacia,Duster,0.19510319336991208,2025,0.12874782186955466,Diesel,Manuala,SUV,0.3127777777777778,0.33128834355828224,0.027711664393104032,0.26692853694026836,0.13347765096751207
BMW,Seria,0.07103009710966735,2012,0.4424986062465156,Benzina,Manuala,Compacta,0.38888888888888895,0.5,0.006842699386078678,0.0888451229670433,0.0327676300743209
Ford,Focus,0.4235404853187631,2025,0.0,Benzina,Automata,Masina de oras,0.7572222222222222,0.8374233128834356,0.02483196135237301,0.3744603229517093,2.439343066617087e-06
BMW,X1,0.19396680364563007,2023,0.4124985312463281,Diesel,Automata,SUV,0.6094444444444445,0.4386503067484663,0.02116363740454847,0.19434641862957483,0.14254895799649436
Volkswagen,Golf,0.07791730755986133,2010,0.35749839374598436,Benzina,Automata,Compacta,0.2733333333333333,0.35276073619631904,0.010436928600789921,0.11204520787497645,0.023164077990066693
Audi,A5,0.21520236920039487,2025,0.5349988374970938,Benzina,Automata,Sedan,0.6033333333333333,0.5613496932515337,0.01856259006155487,0.2168202481422622,0.5546454773131185
Renault,Kadjar,0.2157763034045777,2020,0.3624984062460156,Diesel,Manuala,SUV,0.47277777777777774,0.4386503067484663,0.02354336784895129,0.24660668426543933,0.06263506274117417
Mercedes-Benz,V,0.2869441447232489,2025,0.5349988374970938,Diesel,Automata,Monovolum,0.6916666666666667,0.5613496932515337,0.02475126629992676,0.26765642311811405,0.5546454773131185
BMW,X1,0.1572350145779288,2025,0.5699989249973125,Benzina,Automata,SUV,0.6111111111111112,0.5674846625766872,0.013421563719867361,0.15730402186076167,0.5909307054290477
Ford,Mondeo,0.04577699212562272,2011,0.6699991749979375,Diesel,Manuala,Combi,0.6105555555555555,0.3343558282208589,0.006446241038064264,0.04581188571603775,0.04630671008900604
Mercedes-Benz,C,0.2007392272549875,2025,0.475998689996725,Diesel,Automata,Combi,0.6916666666666667,0.3957055214723927,0.024141180272153364,0.18724208476366805,0.4934789499176951
