marca,model,pret,an,km,combustibil,cutie,caroserie,capacitate_cc,putere_cp,pret_per_cp,pret_per_cc,km_per_year
Ford,Mondeo,0.11934387841777819,2017,0.369758424396061,Benzina,Automata,Combi,0.33333333333333337,0.46932515337423314,0.012212217935497972,0.15924531105844944,0.04259294578914078
Ford,Tourneo,0.7222158451755092,2025,0.0,Diesel,Automata,Monovolum,0.6100000000000001,0.5,0.06958606141980216,0.7232979769513136,2.439343066617087e-06
Volkswagen,Tiguan,0.4183406414288666,2025,1.7500043750109376e-05,Benzina,Automata,SUV,0.33333333333333337,0.4386503067484663,0.04564605371862315,0.5582182144241433,2.0581957124581673e-05
Ford,Focus,0.13140797538970134,2025,0.46264865662164156,Diesel,Automata,Compacta,0.3338888888888889,0.34662576687116564,0.017893190106118412,0.17522633876077776,0.4796387271934764
Mercedes-Benz,GLC,0.7499942606579583,2025,0.07549768874422186,Diesel,Automata,SUV,0.6083333333333334,0.5828220858895706,0.062408123475172064,0.7522489147952285,0.07827226819113411
Volkswagen,T-ROC,0.21803760416905807,2019,0.3674984187460469,Diesel,Automata,SUV,0.5944444444444446,0.4386503067484663,0.023790108321344636,0.22146285590452125,0.05442768971495209
Ford,Focus,0.06827521292958975,2025,0.5824989562473906,Diesel,Automata,Compacta,0.6105555555555555,0.4079754601226994,0.00797740799733024,0.06833289284852453,0.6038897154704509
Ford,Fiesta,0.0602401340710301,2025,0.4299985749964375,Diesel,Manuala,Masina de oras,0.33333333333333337,0.20858895705521474,0.013061182605444276,0.08037893055207822,0.44578979296533106
BMW,Seria,0.24963842145136483,2025,0.37761094402736006,Diesel,Automata,Combi,0.6094444444444445,0.4386503067484663,0.02723821248631356,0.2501302774449474,0.3914785818818099
Skoda,Octavia,0.1444936752450699,2020,0.44813612034030087,Diesel,Manuala,Combi,0.38888888888888895,0.3343558282208589,0.020347806288183473,0.1807399967110508,0.0774320923734498
Mercedes-Benz,GLA,0.45832089809224275,2025,0.03871759679399198,Diesel,Automata,SUV,0.5844444444444445,0.4386503067484663,0.050008475370125795,0.46982980149684483,0.04014167704530912
Volkswagen,Passat,0.0860556945751739,2025,0.4882487206218015,Diesel,Manuala,Combi,0.38888888888888895,0.3006134969325154,0.013376329911429691,0.10764049636249734,0.5061787797582702
Ford,Ranger,0.5458229068619574,2025,0.35451517342486305,Diesel,Automata,SUV,0.6100000000000001,0.6073619631901841,0.04365435796173242,0.5466379418507152,0.3675347758893381
Renault,Clio,0.09169172846024931,2025,0.2237480593701484,Benzina,Manuala,Combi,0.13944444444444448,0.20858895705521474,0.019879670653001218,0.15950657142545316,0.23196612728217697
Volkswagen,Passat,0.07860602860488074,2025,0.6224990562476406,Benzina,Automata,Combi,0.2733333333333333,0.35276073619631904,0.010529185159738528,0.11303560249742606,0.6453585476029414
Renault,Megane,0.11464909662756262,2018,0.36909592273980685,Diesel,Manuala,Compacta,0.3127777777777778,0.3159509202453988,0.017017896472457245,0.15685479277342895,0.047831229628626785
Dacia,Dokker,0.08778897587180605,2018,0.37072842682106705,Benzina,Manuala,Monovolum,0.1661111111111111,0.33128834355828224,0.012469091395676557,0.14659424284390848,0.048042785467552696
Volkswagen,Polo,0.1605638329621892,2025,0.26139815349538376,Benzina,Automata,Masina de oras,0.05611111111111111,0.26993865030674846,0.027557727829424443,0.32123923257619263,0.2709986655268837
BMW,X3,0.18937533001216741,2016,0.44749861874654684,Diesel,Automata,SUV,0.6094444444444445,0.5613496932515337,0.016334666615740987,0.18974568800562658,0.04639310348928206
BMW,Seria,0.14770770678849376,2024,0.5549988874972187,Diesel,Automata,Monovolum,0.6094444444444445,0.5613496932515337,0.012740283456494592,0.14799405759329615,0.28768987046021105
BMW,Seria,0.3958194632567323,2025,0.12251530628826572,Hibrid,Automata,Sedan,0.6111111111111112,0.7515337423312883,0.025775250051785378,0.3960106016018578,0.12701628856086838
Volkswagen,Transporter,0.1400169884524438,2012,0.8499996249990625,Diesel,Manuala,Monovolum,0.5944444444444446,0.2914110429447853,0.022397886970756373,0.14221259587338167,0.06294361059930281
Volkswagen,Passat,0.18926054317133084,2020,0.499998749996875,Diesel,Automata,Combi,0.5944444444444446,0.5613496932515337,0.016324764733759593,0.19223225388921056,0.08639324781708017
Ford,Kuga,0.10902454142657086,2015,0.2737906844767112,Diesel,Manuala,SUV,0.6105555555555555,0.34662576687116564,0.014845292631762562,0.10912349250175314,0.02580406395386493
Ford,C-Max,0.05735898436603228,2025,0.749119372798432,Diesel,Automata,Masina mica,0.6105555555555555,0.4079754601226994,0.006701813851952527,0.057405608265363846,0.77662813571834
Mercedes-Benz,GLC,0.464863748019927,2020,0.1053602634006585,Diesel,Automata,SUV,0.5844444444444445,0.7300613496932515,0.031133149991594167,0.4765371048648784,0.01820509681422304
Audi,A4,0.1458137239146904,2025,0.5099987749969375,Benzina,Automata,Combi,0.2761111111111111,0.4386503067484663,0.015909443081248562,0.2089301560718132,0.5287274572303119
BMW,Seria,0.16630317500401753,2015,0.29999824999562497,Diesel,Automata,Sedan,0.6094444444444445,0.4171779141104295,0.0190273596470566,0.1666270166202866,0.028274051267756395
Renault,Kadjar,0.13886912004407814,2017,0.30399825999565,Diesel,Manuala,SUV,0.3127777777777778,0.3159509202453988,0.020612993280855453,0.1899915598146661,0.03501797245293919
BMW,X4,0.37865883055166555,2021,0.5724989312473281,Diesel,Automata,SUV,0.6094444444444445,0.5613496932515337,0.032662870003061395,0.37941080797789334,0.11870437952031233
Audi,A6,0.527881723639202,2023,0.08768771921929805,Diesel,Automata,Sedan,0.5944444444444446,0.6042944785276074,0.04242535280690371,0.5361902752101784,0.030303196621875757
Volkswagen,Passat,0.135999449023164,2014,0.6449991124977812,Diesel,Automata,Combi,0.5944444444444446,0.5613496932515337,0.0117302914943923,0.1381317379933024,0.05572359071909242
Renault,Clio,0.08365664960168966,2020,0.40247350618376543,Benzina,Manuala,Combi,0.0,0.25460122699386506,0.015147420084982734,0.18619766128941642,0.06954221509324211
BMW,Seria,0.4361670378107854,2025,0.1224978062445156,Benzina,Automata,Sedan,0.6111111111111112,0.5429447852760736,0.03884405292533926,0.4363788300257189,0.12699814594681044
Ford,Mondeo,0.13140797538970134,2025,0.5515938789846975,Diesel,Manuala,Combi,0.6105555555555555,0.5306748466257669,0.01196060598688773,0.1315295965366252,0.5718498590440855
Ford,Tourneo,0.7069377166601621,2025,0.0,Diesel,Automata,Monovolum,0.6094444444444445,0.5,0.06811397584132717,0.7083515457636337,2.439343066617087e-06
Audi,A6,0.15321747514864897,2014,0.6749991874979687,Diesel,Automata,Sedan,0.5944444444444446,0.5214723926380368,0.01418100728478757,0.15562112890792787,0.05831539272737307
Mercedes-Benz,E,0.34422277830069564,2019,0.0358725896814742,Diesel,Automata,Combi,0.5844444444444445,0.5736196319018405,0.029083161940700243,0.3528638445174536,0.005313041658033679
Ford,Kuga,0.20647856929681582,2025,0.1579978949947375,Diesel,Automata,SUV,0.6105555555555555,0.5306748466257669,0.018794217510777117,0.20667622237665761,0.16380173446439572
Volkswagen,Golf,0.1833145848159967,2025,0.4175560438901097,Diesel,Automata,Combi,0.5944444444444446,0.4386503067484663,0.020001326955913834,0.18619258422669324,0.4328903943701182
Dacia,Duster,0.0745884891756009,2025,0.7099992749981875,Diesel,Manuala,SUV,0.3127777777777778,0.3159509202453988,0.011071504121125612,0.10204563780948692,0.7360716178927643
Volvo,XC,0.32711953901604723,2019,0.16999792499481248,Benzina,Automata,SUV,0.595,0.5613496932515337,0.02821692499341502,0.33209524635079507,0.025177352764356127
Renault,Megane,0.14334580683670425,2020,0.32499831249578126,Benzina,Automata,Sedan,0.2416666666666667,0.4079754601226994,0.016749632719486117,0.21494590189195312,0.05615555772047253
Skoda,Octavia,0.18650565899125324,2021,0.2524981312453281,Benzina,Manuala,Sedan,0.33333333333333337,0.4386503067484663,0.02034951909462119,0.24886410933826653,0.05235424810832757
Dacia,Logan,0.05105718680410478,2025,0.5578788946972367,Benzina,Manuala,Sedan,0.0,0.25460122699386506,0.009245027928952052,0.11364633114929282,0.578365649292903
Volkswagen,Crafter,0.5049243554718887,1968,5.000012500031251e-06,Diesel,Manuala,Combi,0.5944444444444446,0.5214723926380368,0.04673617009759613,0.512871087324011,0.0
Audi,A3,0.25813264767327077,1968,0.4598611496528741,Diesel,Automata,Compacta,0.5944444444444446,0.4386503067484663,0.02816505486992308,0.2621898175477125,0.009347867549160005
Renault,Clio,0.12612778071121927,2021,0.09999774999437498,Benzina,Automata,Masina mica,0.05611111111111111,0.25460122699386506,0.022837156344600172,0.2523456622813181,0.020734263607303578
Renault,Captur,0.30875364448219655,2025,0.029642574106435265,Hibrid,Automata,SUV,0.38888888888888895,0.2668711656441718,0.05354906601192289,0.3862111909730425,0.030733435755250345
BMW,X3,0.10845060722238803,2025,0.49054372635931587,Diesel,Automata,SUV,0.6094444444444445,0.5214723926380368,0.010037236561225122,0.10865781075853859,0.5085580540018719
BMW,X1,0.21348056658784637,2025,0.3724984312460781,Diesel,Automata,SUV,0.6094444444444445,0.4386503067484663,0.023292869907435204,0.2138995237813549,0.38617834677487595
Volvo,V60,0.08031635253334557,2015,0.7049992624981563,Diesel,Automata,Combi,0.36777777777777776,0.33128834355828224,0.01140770354442773,0.1029085530222109,0.06644422629879876
Volkswagen,Tiguan,0.32115062329254573,2025,0.11249778124445312,Benzina,Automata,SUV,0.33333333333333337,0.4386503067484663,0.035041223364539645,0.42853057726208366,0.11663093791368781
BMW,X1,0.2008425354117404,2018,0.419998549996375,Diesel,Automata,SUV,0.6094444444444445,0.4386503067484663,0.02191387873938915,0.20123601273893735,0.05442768971495209
Ford,Fiesta,0.0780320944006979,2016,0.14183535458838648,Diesel,Manuala,Compacta,0.33333333333333337,0.20858895705521474,0.016918356500960064,0.10412002392649566,0.014704436235038632
Ford,Kuga,0.21233269817948072,2025,0.16499791249478124,Hibrid,Automata,SUV,0.8833333333333333,0.5613496932515337,0.018315043012019996,0.17059277098419276,0.17105878008758157
Mercedes-Benz,E,0.33285888105787553,2025,0.2787481968704922,Diesel,Automata,Sedan,0.5844444444444445,0.5736196319018405,0.02812298406179666,0.34121431761507964,0.2889857714643514
