link,marca_model,marca,model,pret,an,km,combustibil,cutie,caroserie,capacitate_cc,putere_cp
https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-blue-dci-116-edc-zen-ID7Hyu5V.html,Renault Megane Blue dCi 116 EDC Zen,Renault,Megane Blue dCi 116 EDC Zen,15 990 EUR,2025,95960,Diesel,Automata,Compacta,14613,116
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cla-ver-180-7g-dct-amg-line-advanced-plus-ID7HHFAh.html,Mercedes-Benz CLA 180 7G-DCT AMG Line Advanced Plus,Mercedes-Benz,CLA 180 7G-DCT AMG Line Advanced Plus,"27 491,20 EUR",2025,160000,Benzina,Automata,Sedan,13323,136
https://www.autovit.ro/autoturisme/anunt/opel-crossland-x-ver-1-2-automatik-ultimate-ID7HI7hG.html,Opel Crossland 1.2 Automatik Ultimate,Opel,Crossland 1.2 Automatik Ultimate,13 990 EUR,2023,64000,Benzina,Automata,SUV,11993,130
https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ID7HGWc6.html,BMW Seria 5,BMW,Seria 5,5 900 EUR,2025,330000,Diesel,Automata,Sedan,19953,177
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ID7HHYAt.html,Mercedes-Benz GLE,Mercedes-Benz,GLE,84 216 EUR,2025,38636,Hibrid Plug-In,Automata,SUV,19933,320
https://www.autovit.ro/autoturisme/anunt/mazda-cx-5-ID7HHOc5.html,Mazda CX-5,Mazda,CX-5,27 950 EUR,2025,33874,Benzina,Automata,SUV,19983,165
https://www.autovit.ro/autoturisme/anunt/bmw-bmw-x4m-ver-m40i-ID7HHbFq.html,BMW X4 M M40i,BMW,X4 M M40i,"34 999,25 EUR",2025,108589,Benzina,Automata,SUV,29983,354
https://www.autovit.ro/autoturisme/anunt/peugeot-308-ver-1-6-bluehdi-fap-stt-active-ID7HI1ZM.html,Peugeot 308 1.6 BlueHDi FAP STT Active,Peugeot,308 1.6 BlueHDi FAP STT Active,7 100 EUR,2015,172500,Diesel,Manuala,Combi,15603,120
https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HH8ZU.html,BMW Seria 3,BMW,Seria 3,3 499 EUR,2008,261000,Diesel,Manuala,Combi,19953,163
https://www.autovit.ro/autoturisme/anunt/suzuki-grand-vitara-ver-1-9-ddis-navi-ID7HtYsf.html,Suzuki Grand Vitara 1.9 DDIS Navi,Suzuki,Grand Vitara 1.9 DDIS Navi,4 200 EUR,2007,229300,Diesel,Manuala,SUV,18703,129
https://www.autovit.ro/autoturisme/anunt/volkswagen-sharan-ver-2-0-tdi-bluemotion-technology-trendline-ID7Hm25E.html,Volkswagen Sharan 2.0 TDI BlueMotion Technology Trendline,Volkswagen,Sharan 2.0 TDI BlueMotion Technology Trendline,6 500 EUR,2025,262000,Diesel,Manuala,Monovolum,19683,140
https://www.autovit.ro/autoturisme/anunt/hyundai-santa-fe-ID7HI6cp.html,Hyundai Santa Fe,Hyundai,Santa Fe,9 035 RON,2025,42271,Benzina,Automata,Compacta,26563,188
https://www.autovit.ro/autoturisme/anunt/ford-kuga-ver-2-0-tdci-4x4-titanium-ID7HHXA2.html,Ford Kuga 2.0 TDCi 4x4 Titanium,Ford,Kuga 2.0 TDCi 4x4 Titanium,7 800 EUR,2020,208000,Diesel,Manuala,SUV,19973,140
https://www.autovit.ro/autoturisme/anunt/land-rover-discovery-sport-ver-2-0-p200-mhev-ID7HI1Xd.html,Land Rover Discovery Sport 2.0 P200 MHEV,Land,Rover Discovery Sport 2.0 P200 MHEV,"21 997,80 EUR",2020,158950,Benzina,Automata,SUV,19973,200
https://www.autovit.ro/autoturisme/anunt/volvo-s80-ver-d3-start-stop-executive-ID7HBz5y.html,Volvo S80 D3 Start-Stop Executive,Volvo,S80 D3 Start-Stop Executive,8 990 EUR,2012,180000,Diesel,Automata,Sedan,19843,163
https://www.autovit.ro/autoturisme/anunt/seat-leon-ID7HGXWa.html,Seat Leon,Seat,Leon,21 900 EUR,2025,16480,Benzina,Manuala,Compacta,14983,116
https://www.autovit.ro/autoturisme/anunt/jaguar-f-pace-ver-3-0-awd-first-edition-ID7HveoZ.html,Jaguar F-Pace 3.0 AWD First Edition,Jaguar,F-Pace 3.0 AWD First Edition,"15 989,99 EUR",2025,234000,Diesel,Automata,SUV,29933,300
https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ver-phev-225-eat8-allure-pack-ID7HHcfl.html,Peugeot 3008 PHEV 225 EAT8 Allure Pack,Peugeot,3008 PHEV 225 EAT8 Allure Pack,18 690 EUR,2025,120944,Hibrid Plug-In,Automata,SUV,15983,225
https://www.autovit.ro/autoturisme/anunt/toyota-c-hr-ver-1-8-hsd-4x2-cvt-c-enter-ID7HHVad.html,Toyota C-HR 1.8 HSD 4x2 CVT C-enter,Toyota,C-HR 1.8 HSD 4x2 CVT C-enter,17 900 EUR,2025,101590,Hibrid,Automata,SUV,17983,122
https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-5-ecoblue-trend-edition-ID7Hs2K9.html,Ford Focus 1.5 EcoBlue Trend Edition,Ford,Focus 1.5 EcoBlue Trend Edition,"10 289,99 EUR",2020,119807,Diesel,Manuala,Combi,14993,120
https://www.autovit.ro/autoturisme/anunt/honda-cr-v-ID7HHW5y.html,Honda CR-V,Honda,CR-V,"17 949,14 EUR",2025,169771,Diesel,Automata,SUV,15973,120
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ver-300-d-4matic-9g-tronic-exclusive-ID7HDmBc.html,Mercedes-Benz GLE 300 d 4Matic 9G-TRONIC Exclusive,Mercedes-Benz,GLE 300 d 4Matic 9G-TRONIC Exclusive,"44 498,96 EUR",1950,127200,Diesel,Automata,SUV,19503,245
https://www.autovit.ro/autoturisme/anunt/ford-ranger-ver-2-0-l-ecoblue-doppelkabine-autm-wildtrak-x-ID7HcUn8.html,"Ford Ranger 2,0 l EcoBlue Doppelkabine Autm. Wildtrak X",Ford,"Ranger 2,0 l EcoBlue Doppelkabine Autm. Wildtrak X",55 660 EUR,2025,1,Diesel,Automata,SUV,19963,205
https://www.autovit.ro/autoturisme/anunt/mitsubishi-asx-ver-1-8-di-d-2wd-edition-ID7HFD4U.html,Mitsubishi ASX 1.8 DI-D 2WD Edition,Mitsubishi,ASX 1.8 DI-D 2WD Edition,3 990 EUR,2025,299900,Diesel,Manuala,SUV,17983,150
https://www.autovit.ro/autoturisme/anunt/citroen-c5-aircross-ver-1-6-puretech-s-s-eat8-shine-ID7HFKyj.html,Citroën C5 Aircross 1.6 PureTech S&S EAT8 Shine,Citroën,C5 Aircross 1.6 PureTech S&S EAT8 Shine,"17 989,99 EUR",2025,142275,Benzina,Automata,SUV,15983,180
https://www.autovit.ro/autoturisme/anunt/peugeot-508-ver-sw-hybrid-225-e-eat8-allure-pack-ID7HGXDl.html,Peugeot 508 SW Hybrid 225 e-EAT8 Allure Pack,Peugeot,508 SW Hybrid 225 e-EAT8 Allure Pack,16 498 EUR,2022,118000,Hibrid Plug-In,Automata,Combi,15983,225
https://www.autovit.ro/autoturisme/anunt/nissan-juke-ver-dig-t-114cp-7dct-n-design-ID7HGXn3.html,Nissan Juke DIG-T 114CP 7DCT N-Design,Nissan,Juke DIG-T 114CP 7DCT N-Design,15 004 EUR,2021,166000,Benzina,Automata,SUV,9993,114
https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20d-at-xline-ID7HGuQo.html,BMW X3 ver-xdrive20d-at-xline,BMW,X3 ver-xdrive20d-at-xline,15 500 EUR,2016,270000,Diesel,Automata,SUV,19953,190
https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-m-sport-ID7HAaWB.html,BMW Seria 3 318i Aut. M Sport,BMW,Seria 3 318i Aut. M Sport,14 490 EUR,2018,195968,Benzina,Automata,Sedan,14993,136
https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-jtdm-super-ID7HGJbZ.html,Alfa Romeo Stelvio 2.2 JTDM Super,Alfa,Romeo Stelvio 2.2 JTDM Super,22 990 EUR,2018,80000,Diesel,Automata,SUV,21433,180
https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-sport-ver-4-4-v8-p635-sv-edition-two-ID7HuUlp.html,Land Rover Range Rover Sport 4.4 V8 P635 SV Edition Two,Land,Rover Range Rover Sport 4.4 V8 P635 SV Edition Two,"229 664,05 EUR",2025,1,Benzina,Automata,SUV,43953,635
https://www.autovit.ro/autoturisme/anunt/toyota-c-hr-ID7HFLjl.html,Toyota C-HR,Toyota,C-HR,37 510 EUR,2025,15544,Hibrid Plug-In,Automata,SUV,19873,150
https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-530d-xdrive-ID7HErMV.html,BMW Seria 5 530d xDrive,BMW,Seria 5 530d xDrive,17 787 EUR,2000,270649,Diesel,Automata,Sedan,29933,258
https://www.autovit.ro/autoturisme/anunt/skoda-fabia-ver-combi-1-4-tdi-edition-ID7HEX3m.html,Skoda Fabia Combi 1.4 TDI Edition,Skoda,Fabia Combi 1.4 TDI Edition,6 250 EUR,2015,223000,Diesel,Manuala,Combi,14223,105
https://www.autovit.ro/autoturisme/anunt/renault-trafic-ID7HI69D.html,Renault Trafic,Renault,Trafic,"8 989,09 EUR",2018,269457,Diesel,Manuala,Monovolum,15983,95
https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-1-6-sce-4wd-prestige-jante-17-ID7HI6Zg.html,"Dacia Duster 1.6 SCe 4WD Prestige jante 17""",Dacia,"Duster 1.6 SCe 4WD Prestige jante 17""",13 850 EUR,2025,98500,Benzina,Manuala,SUV,15983,114
https://www.autovit.ro/autoturisme/anunt/toyota-c-hr-ver-hybrid-business-edition-ID7HFN7J.html,Toyota C-HR Hybrid Business-Edition,Toyota,C-HR Hybrid Business-Edition,15 100 EUR,2025,182785,Hibrid,Automata,SUV,17983,122
https://www.autovit.ro/autoturisme/anunt/hyundai-i30-ver-1-6-crdi-gl-classic-ID7HHXjz.html,Hyundai i30 1.6 CRDI GL Classic,Hyundai,i30 1.6 CRDI GL Classic,5 990 EUR,2011,82964,Diesel,Manuala,Compacta,15823,90
https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-50-tfsie-sportback-quattro-s-tronic-s-line-business-ID7HuOWR.html,Audi Q5 50 TFSIe Sportback quattro S tronic S line business,Audi,Q5 50 TFSIe Sportback quattro S tronic S line business,"30 499,26 EUR",2096,171000,Hibrid Plug-In,Automata,SUV,19843,299
https://www.autovit.ro/autoturisme/anunt/kia-sorento-ver-2-2-dsl-4x4-aut-executive-ID7HI0vx.html,Kia Sorento 2.2 DSL 4x4 Aut. Executive,Kia,Sorento 2.2 DSL 4x4 Aut. Executive,9 000 EUR,2012,219837,Diesel,Automata,SUV,21993,197
https://www.autovit.ro/autoturisme/anunt/opel-combo-ver-1-3-cdti-l2h1-start-stop-ID7HI6j0.html,Opel Combo 1.3 CDTI L2H1 Start/Stop,Opel,Combo 1.3 CDTI L2H1 Start/Stop,6 800 EUR,2016,80000,Diesel,Manuala,Monovolum,12483,90
https://www.autovit.ro/autoturisme/anunt/toyota-land-cruiser-ver-2-8l-d-4d-204-cp-a-t-7-locuri-executive-ID7HpsCx.html,Toyota Land Cruiser 2.8l D-4D 204 CP A/T 7 locuri Executive,Toyota,Land Cruiser 2.8l D-4D 204 CP A/T 7 locuri Executive,"54 799,69 EUR",2022,61595,Diesel,Automata,SUV,27553,204
https://www.autovit.ro/autoturisme/anunt/volvo-ex30-ver-twin-motor-performance-awd-ultra-ID7HGXSJ.html,Volvo EX30 Twin Motor Performance AWD Ultra,Volvo,EX30 Twin Motor Performance AWD Ultra,47 190 EUR,2025,5,Electric,Automata,SUV,,150
https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-estate-blue-dci-intens-ID7HGU7e.html,Renault Megane Estate Blue dCI Intens,Renault,Megane Estate Blue dCI Intens,9 790 EUR,1980,198000,Diesel,Manuala,Combi,14613,116
https://www.autovit.ro/autoturisme/anunt/cadillac-xt6-ID7HGVLa.html,Cadillac XT6,Cadillac,XT6,48 400 EUR,2025,12500,Benzina,Automata,SUV,36493,314
https://www.autovit.ro/autoturisme/anunt/bmw-seria-4-ver-420d-xdrive-gran-coupe-m-sport-ID7HI7gY.html,BMW Seria 4 420d xDrive Gran Coupe M Sport,BMW,Seria 4 420d xDrive Gran Coupe M Sport,"40 671,73 EUR",2027,45936,Diesel,Automata,Sedan,19953,190
https://www.autovit.ro/autoturisme/anunt/volvo-xc-90-ver-d4-momentum-ID7HpM85.html,Volvo XC 90 D4 Momentum,Volvo,XC 90 D4 Momentum,32 428 EUR,2018,112900,Diesel,Automata,SUV,19693,190
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cls-ver-350-cdi-aut-ID7HHNaR.html,Mercedes-Benz CLS 350 CDI Aut,Mercedes-Benz,CLS 350 CDI Aut,5 390 EUR,2025,270500,Diesel,Automata,Coupe,29873,224
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ver-250-d-4matic-9g-tronic-ID7HxXno.html,Mercedes-Benz GLC 250 d 4Matic 9G-TRONIC,Mercedes-Benz,GLC 250 d 4Matic 9G-TRONIC,18 990 EUR,2017,187000,Diesel,Automata,SUV,21433,204
https://www.autovit.ro/autoturisme/anunt/volvo-xc-90-ver-t8-twin-engine-awd-inscription-ID7HHISY.html,Volvo XC 90 T8 Twin Engine AWD Inscription,Volvo,XC 90 T8 Twin Engine AWD Inscription,25 000 EUR,2015,230642,Hibrid Plug-In,Automata,SUV,19693,407
https://www.autovit.ro/autoturisme/anunt/kia-sportage-ver-2-0-crdi-awd-spirit-ID7HGWvl.html,"Kia Sportage 2,0 CRDI AWD Spirit",Kia,"Sportage 2,0 CRDI AWD Spirit",19 950 EUR,2025,115393,Diesel,Manuala,SUV,19953,185
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-2-0-tdi-dsg-4motion-r-executive-ID7HBEm7.html,Volkswagen Passat 2.0 TDI DSG 4Motion R Executive,Volkswagen,Passat 2.0 TDI DSG 4Motion R Executive,14 990 EUR,2025,252868,Diesel,Automata,Sedan,19683,190
https://www.autovit.ro/autoturisme/anunt/lancia-ypsilon-ver-y-1-4-16v-argento-ID7HI8f4.html,Lancia Ypsilon Y 1.4 16v Argento,Lancia,Ypsilon Y 1.4 16v Argento,1 600 EUR,2025,140000,Benzina + GPL,Manuala,Masina de oras,13683,95
https://www.autovit.ro/autoturisme/anunt/peugeot-301-ver-1-6-hdi-fap-access-ID7HHY9j.html,Peugeot 301 1.6 HDI FAP Access,Peugeot,301 1.6 HDI FAP Access,5 200 EUR,2026,118000,Diesel,Manuala,Sedan,15603,92
https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20d-at-m-sport-ID7HI5I9.html,BMW X3 xDrive20d AT M Sport,BMW,X3 xDrive20d AT M Sport,36 000 EUR,2025,113197,Diesel,Automata,SUV,19953,190
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-a-ID7HDgft.html,Mercedes-Benz A,Mercedes-Benz,A,30 995 EUR,2025,108619,Hibrid Plug-In,Automata,Compacta,13333,218
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cla-ver-shooting-brake-220-cdi-d-7g-dct-urban-ID7HI6yb.html,Mercedes-Benz CLA Shooting Brake 220 (CDI) d 7G-DCT Urban,Mercedes-Benz,CLA Shooting Brake 220 (CDI) d 7G-DCT Urban,13 290 EUR,2017,228900,Diesel,Automata,Sedan,21433,177
https://www.autovit.ro/autoturisme/anunt/audi-a4-ver-2-0-tdi-dpf-clean-diesel-quattro-s-tronic-s-line-sportpaket-ID7HHN5k.html,Audi A4 2.0 TDI DPF clean diesel quattro S tronic S line Sportpaket,Audi,A4 2.0 TDI DPF clean diesel quattro S tronic S line Sportpaket,13 599 EUR,2016,272000,Diesel,Automata,Combi,19683,190
https://www.autovit.ro/autoturisme/anunt/ford-tourneo-custom-ver-bus-320l-2-0-ecoblue-136-cp-6mt-l2h1-fwd-trend-ID7HI6A7.html,Ford Tourneo Custom Bus 320L 2.0 EcoBlue 136 CP 6MT L2H1 FWD Trend,Ford,Tourneo Custom Bus 320L 2.0 EcoBlue 136 CP 6MT L2H1 FWD Trend,38 990 EUR,2025,26020,Diesel,Manuala,Monovolum,19963,136
https://www.autovit.ro/autoturisme/anunt/ford-kuga-ver-2-0-ecoblue-a8-awd-titanium-ID7Hv8LN.html,Ford Kuga 2.0 EcoBlue A8 AWD Titanium,Ford,Kuga 2.0 EcoBlue A8 AWD Titanium,18 997 EUR,2021,136712,Diesel,Automata,SUV,19963,190
https://www.autovit.ro/autoturisme/anunt/audi-a1-ver-1-6-tdi-attraction-ID7HxVYG.html,Audi A1 1.6 TDI Attraction,Audi,A1 1.6 TDI Attraction,5 950 EUR,2025,191000,Diesel,Manuala,Masina mica,15983,105
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gls-ver-63-amg-4matic-aut-ID7HDyNi.html,Mercedes-Benz GLS 63 AMG 4MATIC Aut,Mercedes-Benz,GLS 63 AMG 4MATIC Aut,"48 387,90 EUR",2025,140000,Benzina,Automata,SUV,54613,584
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-1-6tdi-bluemotion-tehnology-comfortline-ID7HFLix.html,Volkswagen Passat 1.6TDI BlueMotion Tehnology Comfortline,Volkswagen,Passat 1.6TDI BlueMotion Tehnology Comfortline,6 850 EUR,2012,274176,Diesel,Manuala,Sedan,15983,105
https://www.autovit.ro/autoturisme/anunt/bmw-seria-2-ID7HHDCk.html,BMW Seria 2,BMW,Seria 2,12 200 EUR,2025,234567,Diesel,Automata,Coupe,19953,150
https://www.autovit.ro/autoturisme/anunt/bmw-x5-ver-xdrive25d-ID7HHXjR.html,BMW X5 xDrive25d,BMW,X5 xDrive25d,16 900 EUR,1905,190531,Diesel,Automata,SUV,19953,218
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-s-ver-580-e-4matic-ID7HFgAU.html,Mercedes-Benz S 580 e 4MATIC,Mercedes-Benz,S 580 e 4MATIC,88 209 EUR,2025,52882,Hibrid Plug-In,Automata,Sedan,29993,510
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cla-ver-200-4matic-coupe-ID7HGU1J.html,Mercedes-Benz CLA 200 4MATIC Coupe,Mercedes-Benz,CLA 200 4MATIC Coupe,29 850 EUR,2025,44500,Benzina,Automata,Sedan,13323,163
https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-energy-dci-165-edc-bose-edition-ID7HDzpd.html,Renault Megane ENERGY dCi 165 EDC BOSE EDITION,Renault,Megane ENERGY dCi 165 EDC BOSE EDITION,11 500 EUR,2025,171600,Diesel,Automata,Compacta,15983,163
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ver-250-cdi-blueefficiency-t-modell-4m-aut-ID7HHYuC.html,Mercedes-Benz C 250 CDI BlueEFFICIENCY T-modell 4M Aut.,Mercedes-Benz,C 250 CDI BlueEFFICIENCY T-modell 4M Aut.,17 450 EUR,2052,143474,Diesel,Automata,Combi,21433,204
https://www.autovit.ro/autoturisme/anunt/volkswagen-touran-ver-2-0-tdi-dsg-comfortline-ID7HHYxS.html,Volkswagen Touran 2.0 TDI DSG Comfortline,Volkswagen,Touran 2.0 TDI DSG Comfortline,8 500 EUR,2014,251000,Diesel,Automata,Monovolum,19683,140
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glb-ver-200-7g-dct-ID7HEu1E.html,Mercedes-Benz GLB 200 7G-DCT,Mercedes-Benz,GLB 200 7G-DCT,"24 900,01 EUR",2008,153232,Benzina,Automata,SUV,13323,163
https://www.autovit.ro/autoturisme/anunt/hyundai-ix35-ver-2-0-crdi-4wd-automatik-premium-ID7HHXXt.html,Hyundai ix35 2.0 CRDI 4WD Automatik Premium,Hyundai,ix35 2.0 CRDI 4WD Automatik Premium,8 700 EUR,2025,241000,Diesel,Automata,SUV,19953,184
https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-tce-114-gpf-life-ID7HGJpQ.html,Renault Megane TCe 114 GPF Life,Renault,Megane TCe 114 GPF Life,11 750 EUR,2025,57399,Benzina,Manuala,Sedan,9993,114
https://www.autovit.ro/autoturisme/anunt/skoda-enyaq-ver-iv-electric-80-ID7HI7Eu.html,Skoda Enyaq iV Electric 80,Skoda,Enyaq iV Electric 80,28 900 EUR,2025,74697,Electric,Automata,SUV,,204
https://www.autovit.ro/autoturisme/anunt/ford-kuga-ID7HHXg5.html,Ford Kuga,Ford,Kuga,15 290 EUR,2022,199000,Diesel,Manuala,SUV,14993,120
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-sl-ID7HFGV8.html,Mercedes-Benz SL,Mercedes-Benz,SL,19 800 EUR,2004,220000,Benzina,Automata,Cabrio,54393,500
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ver-200-cgi-automatik-blueefficiency-elegance-ID7HI7AM.html,Mercedes-Benz C 200 CGI Automatik BlueEFFICIENCY Elegance,Mercedes-Benz,C 200 CGI Automatik BlueEFFICIENCY Elegance,9 499 EUR,2025,118477,Benzina,Automata,Sedan,17963,183
https://www.autovit.ro/autoturisme/anunt/renault-twingo-ver-1-5-dci-expression-ID7HHGVI.html,Renault Twingo 1.5 dCi Expression,Renault,Twingo 1.5 dCi Expression,2 200 EUR,2025,251000,Diesel,Manuala,Masina de oras,14613,64
https://www.autovit.ro/autoturisme/anunt/audi-a7-ver-3-0-tdi-competition-quattro-tiptronic-ID7HBl7D.html,Audi A7 3.0 TDI competition quattro tiptronic,Audi,A7 3.0 TDI competition quattro tiptronic,24 990 EUR,2018,71000,Diesel,Automata,Sedan,29673,326
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ID7HBReh.html,Mercedes-Benz E,Mercedes-Benz,E,45 900 EUR,2021,41000,Benzina,Automata,Coupe,29993,367
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gla-ver-200-d-4matic-aut-ID7HI74l.html,Mercedes-Benz GLA 200 d 4MATIC Aut.,Mercedes-Benz,GLA 200 d 4MATIC Aut.,"43 822,99 EUR",2025,21165,Diesel,Automata,SUV,19503,150
https://www.autovit.ro/autoturisme/anunt/bmw-seria-2-ID7HpoPa.html,BMW Seria 2,BMW,Seria 2,13 490 EUR,2025,123300,Hibrid Plug-In,Automata,Monovolum,14993,136
https://www.autovit.ro/autoturisme/anunt/honda-cr-v-ver-2-0-hybrid-i-mmd-4wd-e-cvt-lifestyle-ID7HH9wu.html,Honda CR-V 2.0 Hybrid i-MMD 4WD E-CVT Lifestyle,Honda,CR-V 2.0 Hybrid i-MMD 4WD E-CVT Lifestyle,29 900 EUR,2025,47895,Hibrid,Automata,SUV,19933,184
https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-2-0-tdi-dsg-4x4-style-ID7HFPEu.html,Skoda Octavia 2.0 TDI DSG 4X4 Style,Skoda,Octavia 2.0 TDI DSG 4X4 Style,14 900 EUR,2019,195058,Diesel,Automata,Sedan,19683,149
https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-2-0-tdi-4x4-scout-ID7HHVa9.html,Skoda Octavia 2.0 TDI 4x4 Scout,Skoda,Octavia 2.0 TDI 4x4 Scout,11 750 EUR,2025,224924,Diesel,Manuala,Combi,19683,150
https://www.autovit.ro/autoturisme/anunt/ford-kuga-ID7HtzaA.html,Ford Kuga,Ford,Kuga,"36 605,04 EUR",2025,1,Hibrid,Automata,SUV,24883,183
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ver-500-e-4matic-ID7HGVPb.html,Mercedes-Benz GLE 500 e 4MATIC,Mercedes-Benz,GLE 500 e 4MATIC,22 490 EUR,2016,280000,Hibrid Plug-In,Automata,SUV,29963,333
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ver-220-cdi-7g-tronic-elegance-ID7HENcS.html,Mercedes-Benz E 220 CDI 7G-TRONIC Elegance,Mercedes-Benz,E 220 CDI 7G-TRONIC Elegance,7 000 EUR,2012,240000,Diesel,Automata,Sedan,21433,170
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-variant-1-4-tsi-dsg-comfortline-ID7HqqQp.html,Volkswagen Passat Variant 1.4 TSI DSG Comfortline,Volkswagen,Passat Variant 1.4 TSI DSG Comfortline,7 499 EUR,2025,249000,Benzina,Automata,Combi,13903,122
https://www.autovit.ro/autoturisme/anunt/peugeot-2008-ver-1-6-e-hdi-fap-stt-etg-active-aut-ID7HI1ug.html,Peugeot 2008 1.6 e-HDi FAP STT ETG Active Aut.,Peugeot,2008 1.6 e-HDi FAP STT ETG Active Aut.,6 490 EUR,2008,199999,Diesel,Automata,SUV,15603,92
https://www.autovit.ro/autoturisme/anunt/fiat-500-ver-cabrio-1-2-cult-ID7HqfyY.html,Fiat 500 Cabrio 1.2 Cult,Fiat,500 Cabrio 1.2 Cult,6 999 EUR,2025,184000,Benzina,Manuala,Cabrio,12423,69
https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-1-5-blue-dci-4wd-essential-ID7HFQ2J.html,Dacia Duster 1.5 Blue dCi 4WD Essential,Dacia,Duster 1.5 Blue dCi 4WD Essential,16 500 EUR,2021,126721,Diesel,Manuala,SUV,14613,115
https://www.autovit.ro/autoturisme/anunt/bmw-x6-ver-xdrive30d-at-mhev-ID7HBtpA.html,BMW X6 xDrive30d AT MHEV,BMW,X6 xDrive30d AT MHEV,"84 899,65 EUR",2025,17938,Diesel,Automata,SUV,29933,298
https://www.autovit.ro/autoturisme/anunt/kia-sportage-ver-1-6-dsl-7dct-hp-4x2-style-ID7HGYqm.html,Kia Sportage 1.6 DSL 7DCT HP 4x2 Style,Kia,Sportage 1.6 DSL 7DCT HP 4x2 Style,16 490 EUR,2021,161178,Diesel,Automata,SUV,15983,136
https://www.autovit.ro/autoturisme/anunt/renault-clio-ID7HI72v.html,Renault Clio,Renault,Clio,8 349 EUR,2025,168000,Diesel,Manuala,Combi,14613,90
https://www.autovit.ro/autoturisme/anunt/nissan-patrol-ID7HI6kg.html,Nissan Patrol,Nissan,Patrol,18 888 EUR,1997,258000,Diesel,Manuala,SUV,29963,129
https://www.autovit.ro/autoturisme/anunt/opel-astra-ver-1-4i-16v-club-ID7HHMrn.html,Opel Astra 1.4i 16V Club,Opel,Astra 1.4i 16V Club,2 990 EUR,2009,190890,Benzina,Manuala,Compacta,13993,90
https://www.autovit.ro/autoturisme/anunt/bmw-x5-ID7HGB5v.html,BMW X5,BMW,X5,54 500 EUR,2022,65500,Diesel,Automata,SUV,29933,286
https://www.autovit.ro/autoturisme/anunt/ford-fiesta-ver-1-4-tdci-comfort-ID7Hy62H.html,Ford Fiesta 1.4 TDCi Comfort,Ford,Fiesta 1.4 TDCi Comfort,"2 790,01 EUR",2008,170000,Diesel,Manuala,Compacta,13993,68
https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive30d-at-mhev-ID7HHWJ6.html,BMW X3 xDrive30d AT MHEV,BMW,X3 xDrive30d AT MHEV,"35 997,50 EUR",2000,156860,Diesel,Automata,SUV,29933,286
https://www.autovit.ro/autoturisme/anunt/peugeot-5008-ver-bluehdi-150-stop-start-active-ID7HI6j8.html,Peugeot 5008 BlueHDI 150 Stop & Start Active,Peugeot,5008 BlueHDI 150 Stop & Start Active,14 290 EUR,2018,174000,Diesel,Manuala,SUV,19973,150
https://www.autovit.ro/autoturisme/anunt/dacia-sandero-stepway-ver-tce-90-mt6-expression-ID7HHXcX.html,Dacia Sandero Stepway TCe 90 MT6 Expression,Dacia,Sandero Stepway TCe 90 MT6 Expression,10 200 EUR,2025,123236,Benzina + GPL,Manuala,Compacta,9993,90
