link,marca_model,marca,model,pret,an,km,combustibil,cutie,caroserie,capacitate_cc,putere_cp
https://www.autovit.ro/autoturisme/anunt/bmw-seria-1-ver-118d-coupe-edition-sport-ID7HI7Bb.html,BMW Seria 1 118d Coupe Edition Sport,BMW,Seria 1 118d Coupe Edition Sport,4 450 EUR,2025,202000,Diesel,Manuala,Coupe,19953,143
https://www.autovit.ro/autoturisme/anunt/volvo-c30-ver-d2-kinetic-ID7HFdRk.html,Volvo C30 D2 Kinetic,Volvo,C30 D2 Kinetic,3 990 EUR,2022,245000,Diesel,Manuala,Coupe,15603,115
https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-m-sport-ID7HEo3g.html,BMW Seria 3 320d Aut. M Sport,BMW,Seria 3 320d Aut. M Sport,38 500 EUR,2026,66100,Diesel,Automata,Sedan,19953,190
https://www.autovit.ro/autoturisme/anunt/hyundai-tucson-ver-1-6-t-gdi-plug-in-hybrid-4wd-prime-ID7HHUAv.html,Hyundai Tucson 1.6 T-GDi Plug-in-Hybrid 4WD Prime,Hyundai,Tucson 1.6 T-GDi Plug-in-Hybrid 4WD Prime,23 999 EUR,2029,160000,Hibrid Plug-In,Automata,SUV,15983,265
https://www.autovit.ro/autoturisme/anunt/honda-accord-ID7HEWe2.html,Honda Accord,Honda,Accord,29 999 EUR,2025,69000,Hibrid,Automata,Sedan,20003,204
https://www.autovit.ro/autoturisme/anunt/land-rover-discovery-sport-ver-2-0-l-sd4-se-aut-ID7HI7qU.html,Land Rover Discovery Sport 2.0 l SD4 SE Aut.,Land,Rover Discovery Sport 2.0 l SD4 SE Aut.,20 999 EUR,2025,210000,Diesel,Automata,SUV,19993,240
https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-ver-1-7-dci-tekna-ID7HHcKt.html,Nissan Qashqai 1.7 dCi TEKNA,Nissan,Qashqai 1.7 dCi TEKNA,15 690 EUR,2025,187000,Diesel,Manuala,SUV,17493,149
https://www.autovit.ro/autoturisme/anunt/renault-symbol-ver-1-5dci-dynamique-ID7HI7Cy.html,Renault Symbol 1.5dCi Dynamique,Renault,Symbol 1.5dCi Dynamique,3 000 EUR,2007,250000,Diesel,Manuala,Sedan,14613,85
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-2-0-tdi-comfortline-ID7HI7bd.html,Volkswagen Passat 2.0 TDI Comfortline,Volkswagen,Passat 2.0 TDI Comfortline,5 500 EUR,2025,300000,Diesel,Manuala,Coupe,19683,140
https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-blue-performance-sport-line-ID7HHVaf.html,BMW Seria 3 320d Blue Performance Sport Line,BMW,Seria 3 320d Blue Performance Sport Line,9 490 EUR,2014,221000,Diesel,Manuala,Sedan,19953,184
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-variant-2-0-tdi-dsg-bluemotion-technology-comfortline-ID7HBOGH.html,Volkswagen Passat Variant 2.0 TDI DSG (BlueMotion Technology) Comfortline,Volkswagen,Passat Variant 2.0 TDI DSG (BlueMotion Technology) Comfortline,13 350 EUR,2016,201287,Diesel,Automata,Combi,19683,150
https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-2-0-tdi-comfortline-ID7HI78q.html,Volkswagen Golf ver-2-0-tdi-comfortline,Volkswagen,Golf ver-2-0-tdi-comfortline,7 200 EUR,2027,364500,Diesel,Manuala,Combi,19683,150
https://www.autovit.ro/autoturisme/anunt/peugeot-508-ver-puretech-130-eat8-active-pack-ID7HGXT6.html,Peugeot 508 PureTech 130 EAT8 Active Pack,Peugeot,508 PureTech 130 EAT8 Active Pack,16 790 EUR,2025,105693,Benzina,Automata,Sedan,11993,131
https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-m-sport-shadow-ID7HpyyN.html,BMW Seria 3 320d M Sport Shadow,BMW,Seria 3 320d M Sport Shadow,25 990 EUR,2020,139000,Diesel,Manuala,Sedan,19953,190
https://www.autovit.ro/autoturisme/anunt/renault-trafic-ID7HHMEk.html,Renault Trafic,Renault,Trafic,16 500 EUR,2017,48000,Diesel,Manuala,Monovolum,15983,90
https://www.autovit.ro/autoturisme/anunt/renault-kadjar-ver-1-2-tce-life-ID7HHUts.html,Renault Kadjar 1.2 TCe Life,Renault,Kadjar 1.2 TCe Life,10 600 EUR,2025,42000,Benzina,Manuala,SUV,11973,130
https://www.autovit.ro/autoturisme/anunt/audi-q3-ID7HI24A.html,Audi Q3,Audi,Q3,13 000 EUR,2015,238000,Diesel,Manuala,SUV,19683,177
https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-ID7Hab2j.html,Nissan Qashqai,Nissan,Qashqai,3 400 EUR,2025,279000,Diesel,Manuala,SUV,14613,106
https://www.autovit.ro/autoturisme/anunt/bmw-x2-ver-xdrive25e-m-sport-ID7HEcjo.html,BMW X2 xDrive25e M Sport,BMW,X2 xDrive25e M Sport,"25 498,33 EUR",2025,177000,Hibrid Plug-In,Automata,SUV,14993,220
https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-t4-recharge-dkg-essential-ID7HzLAI.html,Volvo XC 40 T4 Recharge DKG Essential,Volvo,XC 40 T4 Recharge DKG Essential,"25 926,67 EUR",2022,164700,Hibrid Plug-In,Automata,SUV,14773,129
https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ver-plug-in-hybrid-225-e-eat8-gt-ID7HHJl7.html,Peugeot 3008 Plug-In Hybrid 225 e-EAT8 GT,Peugeot,3008 Plug-In Hybrid 225 e-EAT8 GT,20 900 EUR,2025,76200,Hibrid Plug-In,Automata,SUV,15983,225
https://www.autovit.ro/autoturisme/anunt/volkswagen-t-roc-ver-2-0-tdi-4mot-dsg-design-ID7HAuVC.html,Volkswagen T-ROC 2.0 TDI 4Mot DSG Design,Volkswagen,T-ROC 2.0 TDI 4Mot DSG Design,18 950 EUR,2025,125150,Diesel,Automata,SUV,19683,150
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-variant-2-0-tdi-4motion-dpf-dsg-highline-ID7HI6cQ.html,Volkswagen Passat Variant 2.0 TDI 4Motion DPF DSG Highline,Volkswagen,Passat Variant 2.0 TDI 4Motion DPF DSG Highline,8 999 EUR,2025,236891,Diesel,Automata,Combi,19683,170
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ver-300-de-4matic-9g-tronic-ID7HHEBy.html,Mercedes-Benz GLC 300 de 4Matic 9G-TRONIC,Mercedes-Benz,GLC 300 de 4Matic 9G-TRONIC,"32 657,90 EUR",1950,155486,Hibrid Plug-In,Automata,SUV,19503,306
https://www.autovit.ro/autoturisme/anunt/jaguar-e-pace-ver-d150-awd-s-ID7HAyiO.html,Jaguar E-Pace D150 AWD S,Jaguar,E-Pace D150 AWD S,22 990 EUR,2021,130000,Diesel,Automata,SUV,19993,150
https://www.autovit.ro/autoturisme/anunt/citroen-c5-aircross-ver-1-6-phev-fwd-225-eat8-feel-ID7HH3vk.html,Citroën C5 Aircross 1.6 PHeV FWD 225 EAT8 Feel,Citroën,C5 Aircross 1.6 PHeV FWD 225 EAT8 Feel,"20 800,01 EUR",2025,103557,Hibrid Plug-In,Automata,SUV,15983,225
https://www.autovit.ro/autoturisme/anunt/renault-captur-ver-tce-100-gpl-zen-ID7HGXJY.html,Renault Captur TCe 100 GPL Zen,Renault,Captur TCe 100 GPL Zen,14 590 EUR,2025,65535,Benzina + GPL,Manuala,SUV,9993,100
https://www.autovit.ro/autoturisme/anunt/toyota-corolla-ID7HI6Ve.html,Toyota Corolla,Toyota,Corolla,16 700 EUR,2020,135000,Hibrid,Automata,Combi,17983,122
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glb-ver-200-d-8g-dct-ID7HBPOi.html,Mercedes-Benz GLB 200 d 8G-DCT,Mercedes-Benz,GLB 200 d 8G-DCT,"24 986,50 EUR",1950,199870,Diesel,Automata,SUV,19503,150
https://www.autovit.ro/autoturisme/anunt/opel-mokka-ID7HAhoA.html,Opel Mokka,Opel,Mokka,13 500 EUR,2025,73053,Benzina,Automata,SUV,13643,140
https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-sport-ver-5-0-v8-supercharged-autobiography-dynamic-ID7HI02M.html,Land Rover Range Rover Sport 5.0 V8 Supercharged Autobiography Dynamic,Land,Rover Range Rover Sport 5.0 V8 Supercharged Autobiography Dynamic,56 000 EUR,2021,159299,Benzina,Automata,SUV,50003,525
https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-1-5-tsi-act-dsg-comfortline-ID7HG6qu.html,Volkswagen Tiguan 1.5 TSI ACT DSG Comfortline,Volkswagen,Tiguan 1.5 TSI ACT DSG Comfortline,19 723 EUR,2025,150000,Benzina,Automata,SUV,14983,150
https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-50-tfsi-e-quattro-s-tronic-phev-advanced-ID7HI1fu.html,Audi Q5 50 TFSI e quattro S tronic PHEV Advanced,Audi,Q5 50 TFSI e quattro S tronic PHEV Advanced,50 950 EUR,2025,10783,Hibrid Plug-In,Automata,SUV,19843,299
https://www.autovit.ro/autoturisme/anunt/peugeot-508-ver-sw-2-0-bluehdi-fap-bva-allure-ID7HI2eY.html,Peugeot 508 SW 2.0 BlueHDI FAP BVA Allure,Peugeot,508 SW 2.0 BlueHDI FAP BVA Allure,8 900 EUR,2014,234000,Diesel,Automata,Sedan,19973,180
https://www.autovit.ro/autoturisme/anunt/audi-a5-ver-sportback-40-tdi-quattro-s-tronic-s-line-ID7HI7Jv.html,Audi A5 Sportback 40 TDI quattro S tronic S line,Audi,A5 Sportback 40 TDI quattro S tronic S line,21 499 EUR,2017,250899,Diesel,Automata,Compacta,19683,190
https://www.autovit.ro/autoturisme/anunt/cupra-formentor-ver-vz5-2-5-tsi-4drive-dsg-ID7HGxla.html,Cupra Formentor VZ5 2.5 TSI 4DRIVE DSG,Cupra,Formentor VZ5 2.5 TSI 4DRIVE DSG,"46 998,82 EUR",2025,22590,Benzina,Automata,SUV,24803,390
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-coupe-ver-amg-53-4maticplus-amg-speedshift-tct-9g-amg-line-premium-ID7HFzSY.html,Mercedes-Benz GLE Coupe AMG 53 4Matic+ AMG Speedshift TCT 9G AMG Line Premium,Mercedes-Benz,GLE Coupe AMG 53 4Matic+ AMG Speedshift TCT 9G AMG Line Premium,"108 887,90 EUR",2025,38800,Benzina,Automata,SUV,29993,435
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-a-ver-amg-45-s-4maticplus-amg-speedshift-dct-8g-edition-1-ID7Hrz7z.html,Mercedes-Benz A AMG 45 S 4Matic+ AMG Speedshift DCT 8G Edition 1,Mercedes-Benz,A AMG 45 S 4Matic+ AMG Speedshift DCT 8G Edition 1,42 108 EUR,2025,40284,Benzina,Automata,Compacta,19913,421
https://www.autovit.ro/autoturisme/anunt/audi-a5-ID7HDgVj.html,Audi A5,Audi,A5,18 500 EUR,2025,235000,Benzina,Automata,Sedan,19843,190
https://www.autovit.ro/autoturisme/anunt/dacia-lodgy-ver-1-2-tce-115-cp-stepway-ID7HFCFl.html,Dacia Lodgy 1.2 TCe 115 CP Stepway,Dacia,Lodgy 1.2 TCe 115 CP Stepway,6 490 EUR,2016,110900,Benzina,Manuala,Monovolum,11973,115
https://www.autovit.ro/autoturisme/anunt/ford-capri-ver-77-kwh-286-cp-rwd-premium-ID7HEFZH.html,Ford Capri 77 kWh 286 CP RWD Premium,Ford,Capri 77 kWh 286 CP RWD Premium,"39 599,67 EUR",2025,1,Electric,Automata,Masina de oras,,286
https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-2-0-tdi-4x4-scout-ID7HGTUN.html,Skoda Octavia 2.0 TDI 4x4 Scout,Skoda,Octavia 2.0 TDI 4x4 Scout,13 500 EUR,2025,238000,Diesel,Manuala,Combi,19683,150
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ver-amg-53-mhev-4maticplus-ID7HmY8p.html,Mercedes-Benz GLE AMG 53 MHEV 4MATIC+,Mercedes-Benz,GLE AMG 53 MHEV 4MATIC+,"130 885,70 EUR",2025,1,Benzina,Automata,SUV,29993,435
https://www.autovit.ro/autoturisme/anunt/peugeot-308-ver-1-5-bluehdi-fap-stt-active-ID7HysQL.html,Peugeot 308 1.5 BlueHDi FAP STT Active,Peugeot,308 1.5 BlueHDi FAP STT Active,9 390 EUR,2025,93568,Diesel,Manuala,Compacta,14993,130
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-a-ver-180-7g-dct-ID7HI70v.html,Mercedes-Benz A 180 7G-DCT,Mercedes-Benz,A 180 7G-DCT,"21 490,08 EUR",2025,139116,Benzina,Automata,Compacta,13323,136
https://www.autovit.ro/autoturisme/anunt/peugeot-2008-ID7HGZ2a.html,Peugeot 2008,Peugeot,2008,5 999 EUR,2008,203000,Diesel,Manuala,SUV,16003,93
https://www.autovit.ro/autoturisme/anunt/audi-q3-ver-2-0-35-tdi-s-tronic-advanced-ID7HFJgl.html,Audi Q3 2.0 35 TDI S tronic Advanced,Audi,Q3 2.0 35 TDI S tronic Advanced,20 400 EUR,2025,180000,Diesel,Automata,SUV,19683,150
https://www.autovit.ro/autoturisme/anunt/ford-kuga-ID7HoE1t.html,Ford Kuga,Ford,Kuga,"28 470,09 EUR",2025,1,Benzina,Automata,SUV,14983,186
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-ml-ver-350-bluetec-4matic-aut-ID7HHJdG.html,Mercedes-Benz ML 350 BlueTec 4MATIC Aut,Mercedes-Benz,ML 350 BlueTec 4MATIC Aut,13 990 EUR,2012,240000,Diesel,Automata,SUV,29873,258
https://www.autovit.ro/autoturisme/anunt/volvo-c30-ver-d2-kinetic-ID7HI2eb.html,Volvo C30 D2 Kinetic,Volvo,C30 D2 Kinetic,4 490 EUR,2012,270000,Diesel,Manuala,Compacta,15603,115
https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-sport-ID7HHXnF.html,Land Rover Range Rover Sport,Land,Rover Range Rover Sport,33 900 EUR,1997,112500,Hibrid Plug-In,Manuala,SUV,19973,404
https://www.autovit.ro/autoturisme/anunt/seat-ibiza-ver-1-0-tsi-style-ID7HGwqR.html,Seat Ibiza 1.0 TSI Style,Seat,Ibiza 1.0 TSI Style,"10 989,99 EUR",2021,77393,Benzina,Manuala,Masina de oras,9993,95
https://www.autovit.ro/autoturisme/anunt/kia-ev3-ver-81-4-kwh-4x2-at-gt-line-ID7HECgc.html,Kia EV3 81.4 kWh 4x2 AT GT Line,Kia,EV3 81.4 kWh 4x2 AT GT Line,"51 365,71 EUR",2025,1,Electric,Automata,SUV,,204
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7HAxZ6.html,Volkswagen Passat,Volkswagen,Passat,13 950 EUR,2020,164000,Diesel,Automata,Combi,19683,150
https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-0-ecoboost-active-business-ID7HH9gp.html,Ford Focus 1.0 EcoBoost Active Business,Ford,Focus 1.0 EcoBoost Active Business,6 300 EUR,2025,149000,Benzina,Automata,Combi,9993,125
https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-ver-1-0-tsi-comfortline-ID7HBF1X.html,Volkswagen Polo 1.0 TSI Comfortline,Volkswagen,Polo 1.0 TSI Comfortline,10 450 EUR,2025,150800,Benzina,Manuala,Masina de oras,9993,95
https://www.autovit.ro/autoturisme/anunt/kia-sportage-ver-1-6-dsl-mhev-7dct-hp-4x2-style-ID7HI6cj.html,Kia Sportage 1.6 DSL MHEV 7DCT HP 4x2 Style,Kia,Sportage 1.6 DSL MHEV 7DCT HP 4x2 Style,"19 998,88 EUR",2025,59813,Diesel,Automata,SUV,15983,136
https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-ver-4-4-v8-p615-sv-ID7HH3eE.html,Land Rover Range Rover 4.4 V8 P615 SV,Land,Rover Range Rover 4.4 V8 P615 SV,"264 991,21 EUR",2029,26631,Benzina,Automata,SUV,43953,615
https://www.autovit.ro/autoturisme/anunt/renault-clio-ver-iv-tce-life-ID7HFRtJ.html,Renault Clio IV TCe Life,Renault,Clio IV TCe Life,"7 990,01 EUR",2020,120400,Benzina,Manuala,Combi,8983,75
https://www.autovit.ro/autoturisme/anunt/audi-a5-ID7HGVqr.html,Audi A5,Audi,A5,19 900 EUR,2025,47628,Benzina,Automata,Sedan,17983,170
https://www.autovit.ro/autoturisme/anunt/skoda-karoq-ID7Hy5qM.html,Skoda Karoq,Skoda,Karoq,16 800 EUR,2025,184000,Diesel,Automata,SUV,19683,150
https://www.autovit.ro/autoturisme/anunt/mg-mg4-ver-ev-77-kwh-exclusive-long-range-ID7Hs8Ja.html,MG MG4 EV 77 kWh Exclusive Long Range,MG,MG4 EV 77 kWh Exclusive Long Range,29 000 EUR,2025,9000,Electric,Automata,Compacta,,245
https://www.autovit.ro/autoturisme/anunt/renault-clio-ID7HI19B.html,Renault Clio,Renault,Clio,14 750 EUR,2025,82000,Hibrid,Automata,Compacta,15983,143
https://www.autovit.ro/autoturisme/anunt/bmw-seria-1-ver-118d-aut-sport-line-ID7HFPZN.html,BMW Seria 1 118d Aut. Sport Line,BMW,Seria 1 118d Aut. Sport Line,11 990 EUR,2014,115000,Diesel,Automata,Compacta,19953,143
https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ID7HFBkk.html,Peugeot 3008,Peugeot,3008,8 490 EUR,2014,150000,Hibrid,Automata,SUV,19993,200
https://www.autovit.ro/autoturisme/anunt/dacia-duster-ID7HI1iI.html,Dacia Duster,Dacia,Duster,8 500 EUR,2017,233530,Diesel,Manuala,SUV,14613,109
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ver-350-e-7g-tronic-amg-line-ID7HI5kn.html,Mercedes-Benz C 350 e 7G-TRONIC AMG Line,Mercedes-Benz,C 350 e 7G-TRONIC AMG Line,17 490 EUR,2025,168818,Hibrid Plug-In,Automata,Sedan,19913,279
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glk-ver-220-cdi-4matic-ID7HGJSw.html,Mercedes-Benz GLK 220 CDI 4MATIC,Mercedes-Benz,GLK 220 CDI 4MATIC,8 490 EUR,2010,300000,Diesel,Automata,SUV,21433,170
https://www.autovit.ro/autoturisme/anunt/land-rover-discovery-sport-ver-2-0-l-td4-hse-aut-ID7HI7zO.html,Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,Land,Rover Discovery Sport 2.0 l TD4 HSE Aut.,12 990 EUR,2017,210000,Diesel,Automata,SUV,19993,150
https://www.autovit.ro/autoturisme/anunt/audi-rs5-ver-sportback-tfsi-quattro-tiptronic-ID7HG1Yy.html,Audi RS5 Sportback TFSI quattro Tiptronic,Audi,RS5 Sportback TFSI quattro Tiptronic,"79 499,42 EUR",2025,10010,Benzina,Automata,Coupe,28943,450
https://www.autovit.ro/autoturisme/anunt/fiat-500-ver-c-1-2-8v-anniversario-ID7HqqQ4.html,Fiat 500 C 1.2 8V Anniversario,Fiat,500 C 1.2 8V Anniversario,6 699 EUR,2025,120300,Benzina,Manuala,Masina mica,12423,69
https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-avant-40-tdi-quattro-s-tronic-design-ID7HDmFX.html,Audi A6 Avant 40 TDI quattro S tronic design,Audi,A6 Avant 40 TDI quattro S tronic design,"26 400,01 EUR",2021,226000,Diesel,Automata,Combi,19683,204
https://www.autovit.ro/autoturisme/anunt/ford-mondeo-ver-2-0-tdci-powershift-trend-ID7HI6m6.html,Ford Mondeo 2.0 TDCi Powershift Trend,Ford,Mondeo 2.0 TDCi Powershift Trend,10 500 EUR,2025,223000,Diesel,Automata,Sedan,19973,150
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ver-200-4matic-t-9g-tronic-edition-amg-line-ID7HGyTX.html,Mercedes-Benz C 200 4Matic T 9G-TRONIC Edition AMG Line,Mercedes-Benz,C 200 4Matic T 9G-TRONIC Edition AMG Line,"41 899,88 EUR",2025,82466,Benzina,Automata,Sedan,14963,204
https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-2-0-tdi-dsg-rs-ID7HGTMs.html,Skoda Octavia 2.0 TDI DSG RS,Skoda,Octavia 2.0 TDI DSG RS,14 000 EUR,2025,211000,Diesel,Automata,Combi,19683,184
https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-3-0-tdi-quattro-s-tronic-ID7HHLwl.html,Audi A6 3.0 TDI quattro S tronic,Audi,A6 3.0 TDI quattro S tronic,18 750 EUR,2025,285000,Diesel,Automata,Sedan,29673,272
https://www.autovit.ro/autoturisme/anunt/skoda-karoq-ver-2-0-tdi-dsg-ambition-ID7HI5xG.html,Skoda Karoq 2.0 TDI DSG Ambition,Skoda,Karoq 2.0 TDI DSG Ambition,27 700 EUR,2023,36562,Diesel,Automata,SUV,19683,115
https://www.autovit.ro/autoturisme/anunt/hyundai-i30-ID7HI6hM.html,Hyundai i30,Hyundai,i30,4 690 EUR,2025,216621,Benzina,Manuala,Compacta,13963,109
https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-518d-touring-aut-luxury-line-ID7HGTrB.html,BMW Seria 5 518d Touring Aut. Luxury Line,BMW,Seria 5 518d Touring Aut. Luxury Line,9 999 EUR,2025,230200,Diesel,Automata,Combi,19953,150
https://www.autovit.ro/autoturisme/anunt/ford-kuga-ver-2-0-ecoblue-4x4-aut-st-line-x-ID7HFyd1.html,Ford Kuga 2.0 EcoBlue 4x4 Aut. ST-LINE X,Ford,Kuga 2.0 EcoBlue 4x4 Aut. ST-LINE X,"16 290,23 EUR",2020,198850,Diesel,Automata,SUV,19953,190
https://www.autovit.ro/autoturisme/anunt/bmw-bmw-m5-ver-m550i-xdrive-aut-ID7HrYA1.html,BMW M5 M550i xDrive Aut.,BMW,M5 M550i xDrive Aut.,32 000 EUR,2023,110000,Benzina,Automata,Sedan,43953,462
https://www.autovit.ro/autoturisme/anunt/renault-rafale-ID7HyucQ.html,Renault Rafale,Renault,Rafale,45 900 EUR,2025,7910,Hibrid Plug-In,Automata,SUV,11993,150
https://www.autovit.ro/autoturisme/anunt/ford-puma-ver-1-0-ecoboost-mhev-titanium-ID7HGVNK.html,Ford Puma 1.0 EcoBoost MHEV Titanium,Ford,Puma 1.0 EcoBoost MHEV Titanium,13 990 EUR,2020,72195,Benzina,Manuala,SUV,9993,125
https://www.autovit.ro/autoturisme/anunt/seat-leon-ver-1-6-tdi-dsg7-style-ID7HFyav.html,Seat Leon 1.6 TDI DSG7 Style,Seat,Leon 1.6 TDI DSG7 Style,8 950 EUR,2025,119000,Diesel,Automata,Combi,15983,115
https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ver-v6-tdi-edition-20-ID7HEB63.html,Volkswagen Touareg V6 TDI Edition 20,Volkswagen,Touareg V6 TDI Edition 20,39 500 EUR,2025,95449,Diesel,Automata,SUV,29673,286
https://www.autovit.ro/autoturisme/anunt/bmw-x5-ID7HI1eO.html,BMW X5,BMW,X5,16 750 EUR,2025,201153,Diesel,Automata,SUV,19953,231
https://www.autovit.ro/autoturisme/anunt/audi-a6-ID7HFRcw.html,Audi A6,Audi,A6,30 500 EUR,2025,95642,Benzina,Automata,Sedan,19843,204
https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-velar-ID7Hx3yG.html,Land Rover Range Rover Velar,Land,Rover Range Rover Velar,33 000 EUR,2020,91921,Diesel,Automata,SUV,29963,300
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gls-ID7HlzyB.html,Mercedes-Benz GLS,Mercedes-Benz,GLS,136 125 EUR,2025,41735,Benzina,Automata,SUV,39823,517
https://www.autovit.ro/autoturisme/anunt/opel-vivaro-ver-1-6-d-l2h1-s-s-life-ID7HI5dw.html,Opel Vivaro 1.6 D L2H1 S&S Life,Opel,Vivaro 1.6 D L2H1 S&S Life,10 500 EUR,2019,221000,Diesel,Manuala,Combi,15983,125
https://www.autovit.ro/autoturisme/anunt/skoda-karoq-ver-1-5-tsi-dsg-ambition-ID7HI0NY.html,Skoda Karoq 1.5 TSI DSG Ambition,Skoda,Karoq 1.5 TSI DSG Ambition,26 893 EUR,1992,65932,Benzina,Automata,SUV,14983,150
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glb-ver-200-d-4matic-8g-dct-progressive-ID7Hxcov.html,Mercedes-Benz GLB 200 d 4Matic 8G-DCT Progressive,Mercedes-Benz,GLB 200 d 4Matic 8G-DCT Progressive,41 503 EUR,2025,41500,Diesel,Automata,SUV,19503,150
https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-avant-2-0-40-tdi-s-tronic-sport-ID7HHZZI.html,Audi A6 Avant 2.0 40 TDI S tronic Sport,Audi,A6 Avant 2.0 40 TDI S tronic Sport,19 989 EUR,2019,236000,Diesel,Automata,Combi,19683,204
https://www.autovit.ro/autoturisme/anunt/renault-clio-ver-v-blue-dci-100-evolution-ID7HFYOX.html,Renault Clio V Blue dCi 100 Evolution,Renault,Clio V Blue dCi 100 Evolution,18 950 EUR,2025,10,Diesel,Manuala,Masina mica,14613,100
https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-2-0-tsi-opf-dsg-4motion-r-ID7HH9rP.html,Volkswagen Tiguan 2.0 TSI OPF DSG 4Motion R,Volkswagen,Tiguan 2.0 TSI OPF DSG 4Motion R,38 269 EUR,2025,86500,Benzina,Automata,SUV,19843,320
https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ID7HGTV1.html,Mercedes-Benz GLE,Mercedes-Benz,GLE,"96 239,77 EUR",2025,1,Diesel,Automata,SUV,19933,269
https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-2-0-tdi-ultra-s-tronic-ID7HysPE.html,Audi A6 2.0 TDI Ultra S tronic,Audi,A6 2.0 TDI Ultra S tronic,15 290 EUR,2016,220000,Diesel,Automata,Sedan,19683,150
https://www.autovit.ro/autoturisme/anunt/audi-q3-ver-1-5-35-tfsi-s-tronic-s-line-ID7HI6Vq.html,Audi Q3 1.5 35 TFSI S tronic S Line,Audi,Q3 1.5 35 TFSI S tronic S Line,31 650 EUR,2025,39892,Benzina,Automata,SUV,14983,150
https://www.autovit.ro/autoturisme/anunt/renault-grand-scenic-ver-energy-dci-130-bose-edition-ID7HI7Zc.html,Renault Grand Scenic ENERGY dCi 130 BOSE EDITION,Renault,Grand Scenic ENERGY dCi 130 BOSE EDITION,11 990 EUR,2016,218000,Diesel,Manuala,Monovolum,15983,130
https://www.autovit.ro/autoturisme/anunt/skoda-roomster-ver-1-2-tsi-best-of-ID7HFFr6.html,Skoda Roomster 1.2 TSI Best Of,Skoda,Roomster 1.2 TSI Best Of,2 901 EUR,2009,138000,Benzina,Manuala,Monovolum,11973,105
https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-ver-1-5-dci-dct-teknaplus-ID7HEEax.html,Nissan Qashqai 1.5 DCI DCT TEKNA+,Nissan,Qashqai 1.5 DCI DCT TEKNA+,13 450 EUR,2019,232813,Diesel,Automata,SUV,14613,115
https://www.autovit.ro/autoturisme/anunt/porsche-panamera-ver-turbo-sport-turismo-ID7HI7IL.html,Porsche Panamera Turbo Sport Turismo,Porsche,Panamera Turbo Sport Turismo,67 300 EUR,2025,175000,Benzina,Automata,Sedan,39963,550
https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-variant-2-0-tdi-dsg-business-ID7HI73P.html,Volkswagen Passat ver-variant-2-0-tdi-dsg-business,Volkswagen,Passat ver-variant-2-0-tdi-dsg-business,19 987 EUR,1992,161451,Diesel,Automata,Combi,19683,150
